Key,Text,split
124,It is very vital for media firms to have talented journalists.,train
125,That television station currently has the best investigative reporters in the media arena.,train
126,How will Ugandan business owners benefit from digital tax?,train
127,She said that so far they have received one hundred nineteen million shillings from the bank.,train
128,Maybe the oil prices will finally go down next month.,train
129,Business owners in Uganda opt for online marketing to contain pandemic challenges.,train
130,Uganda's economy will grow once it starts extracting its oil in Western Uganda.,train
131,Business owners need to find new ways of doing business during these days of quarantine.,train
132,Ugandan businessmen should think of exporting beef to South Sudan,train
133,Ankole clans make celebrations for their first annual harvest.,train
134,Makerere University performs well in the African region.,train
135,Uganda supports female scientist.,train
136,Schools ought to fund their activities.,train
137,The reopening of universities has brought confusion amongst the students.,train
138,Candidates are expected to go back to school soon.,train
139,The Uganda Examination Board are yet to decide when students will sit their exams.,train
140,The government says there is no money to help people to study online.,train
141,Schools should not increase school fees.,train
142,There are many newly established government schools this year.,train
143,The school headteacher has been arrested for beating the underage girls.,train
144,The ministry of education notified schools of the revised exam time table.,train
145,Do u think this academic year should be cancelled?,train
146,The government refuses to comment on when educational institutions would resume.,train
147,It is always important for the ministry of education to oversee all school issues.,train
148,The government has allowed educational institutions to open up for final year students.,train
149,Educational institutions are to be changed into treatment points.,train
150,Every student is awaiting the date when schools will eventually resume.,train
151,Why are some school girls opting for abortion instead of keeping the pregnancy?,train
152,Drama is very fun.,train
153,Wedding ceremonies are not for the rich only.,train
154,What are the benefits of music nominations?,train
155,Ceremonies are part of life.,test
156,Reality television shows usually come to an end unexpectedly.,train
157,How was the comedy show?,test
158,We have lost many talented artists over the years.,train
159,It is my goal to be the leading movie actor.,train
160,The International dance event will be broadcasted live on television in September.,train
161,Musicians have been denied permission to stage a show in Kampala.,train
162,We should make laws that can assist in fighting defilers.,train
163,Nearly ten thousand girls were defiled between January and June.,train
164,Not all coronavirus test results come back accurately and in time.,train
165,Coronavirus test kits are being questioned by the public.,train
166,The task force has also been tasked to review the status of the remaining sector.,train
167,Diseases spread and can also lead to deaths.,train
168,Health check-ups are a necessity.,train
169,The whole world is in a pandemic.,dev
170,Pandemic diseases often spread faster and may most likely lead to deaths.,train
171,What is the meaning of cholesterol?,train
172,It is very possible for every woman to conceive naturally.,train
173,Exercises are very good for maintaining a healthy body.,train
174,Milk has lots of health benefits.,train
175,Expand medical treatment units where necessary.,train
176,Medical professionals also need to be appreciated for their good work.,train
177,Coronavirus deaths are increasing in Uganda.,train
178,"During the coronavirus outbreak, people began making masks out of clothes.",train
179,Coronavirus infections keep on increasing but also some people are recovering from the virus.,train
180,There is still no coronavirus vaccine.,train
181,Hospital workers go on strike over delayed salary payments.,train
182,Men have been affected by coronavirus more than women.,train
183,coronavirus deaths are nearing to a million.,train
184,The Police post in kawempe closes after one arrested person was found with coronavirus.,train
185,Research says that the coronavirus can attack the human brain.,train
186,Coronavirus has no cure or vaccine of late.,train
187,if you want to be healthy drink milk daily.,train
188,We want to know if social distancing exists.,train
189,Health workers were appreciated for the good work done.,train
190,There are more cases from samples collected at the entry points of the country.,train
191,There will be a daily release of coronavirus results by the Ministry of Health.,train
192,There are more coronavirus cases in the truck drivers.,train
193,Some patients have not fully recovered from the sickness.,train
194,Truck drivers from neighbouring countries contribute the highest number of coronavirus cases in Uganda.,train
195,What are the signs and symptoms of coronavirus?,train
196,Frontline health workers have joined the number of individuals who have contracted coronavirus.,train
197,The samples for the contacts were taken for testing.,train
198,Thanks should be extended to health workers in the Northern region.,train
199,The amount of money required to take a coronavirus test will be communicated.,train
200,There is a delay in releasing results for the samples that were tested.,train
201,All tests from the eleven foreigners turned out to be positive.,train
202,Truck drivers who tested positive for coronavirus were taken back to their home countries.,train
203,More coronavirus patients were realised after testing in June.,train
204,Samples were taken from their immediate contacts and also from the health workers.,train
205,People were advised to wear a mask while in public.,train
206,The coronavirus test is very expensive.,train
207,The government offered to distribute masks to all Ugandans countrywide.,train
208,A few coronavirus recoveries have been realised.,train
209,Patients that tested negative for coronavirus in Gulu have been discharged.,train
210,Nowadays every private hospital asks for a consultation fee.,train
211,More coronavirus patients have been confirmed negative twice.,train
212,More truck drivers entering from Mutukula are being diagnosed with coronavirus.,train
213,There will be a live update on the coronavirus cases by the minister of Health.,train
214,The public will get daily updates about coronavirus.,train
215,Doctors happily discharged all their patients who had initially tested positive for coronavirus.,train
216,Only one health frontline worker has died.,train
217,There is a continuous rise in the number of people with coronavirus disease.,train
218,More coronavirus patients have recovered from the disease.,train
219,The sleep under a mosquito net campaign aims at preventing the spread of malaria.,train
220,There are more coronavirus recoveries even with the increasing number of infections.,train
221,There were more coronavirus samples tested in June.,train
222,Coronavirus patients who tested negative were discharged from the hospital in Entebbe.,train
223,Gas cylinders were provided as a donation towards the fight of coronavirus.,train
224,Samples were taken from individuals having coronavirus symptoms at a research institute.,train
225,The foreign nationals who tested negative for coronavirus will undergo self-isolation.,train
226,Do's and Don'ts have been put in place to actively control the spread of coronavirus,train
227,Human resource personnel is needed for the upcoming mosquito net campaign.,train
228,Some journalists will be rewarded for creating awareness on health issues.,train
229,Ambulances and firefighting equipment have been donated to the government.,train
230,Handkerchiefs should either be washed well as a measure to prevent the spread of coronavirus.,train
231,An unborn baby can get hepatitis from its infected mother.,train
232,Alcohol-based sanitizers can be used to reduce coronavirus infections.,train
233,Staying home when having flu-like symptoms can be a preventive measure against coronavirus.,train
234,The health task force is appreciated for its tireless work towards saving lives.,train
235,Hospitals are advised to start record digitalization for better management.,train
236,There is ongoing health supervision in every district.,train
237,Free mosquito nets will be distributed countrywide by the government of Uganda.,train
238,The Ministry of Health has put in place guidelines for safe mass gatherings.,train
239,The Ministry of Health issued coronavirus self-quarantine guidelines.,train
240,The general public has been informed of the upcoming sickle cell campaign.,train
241,All schools should follow health guidelines on mass gatherings.,train
242,A minister advised that schools remain open.,train
243,The Ministry of Health needs more equipment to enhance Uganda's preparedness on coronavirus.,train
244,An unknown resident of Kampala was put under mandatory self-quarantine.,train
245,The coronavirus toll-free lines were provided by the Ministry of Health.,train
246,We need a public demonstration of how the coronavirus screening process is done.,train
247,Please avoid gatherings and public places during these pandemic times.,train
248,The public has been urged to avoid handshaking and hugging at all times.,train
249,Those who showed signs and symptoms of coronavirus have tested negative.,train
250,The coronavirus toll-free line has been restored and issues have been rectified.,train
251,All travellers are being screened for coronavirus at the border points.,train
252,The permanent secretary will be live on television tonight.,train
253,A suspected coronavirus case from Masaka region has turned out to be negative.,train
254,The ministry of health has not yet confirmed any coronavirus case in Uganda.,train
255,Wash hands with soap and water to prevent the spread of coronavirus.,train
256,The president will address the nation today to provide further guidance on coronavirus.,train
257,Blood samples are run three times to confirm the coronavirus negative result.,train
258,The  Ugandan who arrived from Dubai is the first confirmed coronavirus case in Uganda.,train
259,Everyone is advised to stay alert and calm in case they showcase coronavirus symptoms.,train
260,A coronavirus case was confirmed in Uganda.,train
261,Entebbe International Airport was closed as a measure to curb the spread of coronavirus.,train
262,Eight new coronavirus cases have been confirmed by the Ministry of Health.,train
263,People in urban areas have been heavily affected by the pandemic.,train
264,You can prevent the spread of coronavirus by practising social distancing.,train
265,Wash your hands with soap and water for twenty seconds three times a day.,train
266,Every Ugandan has something to say about the coronavirus outbreak in Uganda.,train
267,The ministry of health is working with its partners on better sensitisation channels.,train
268,He met with the Health Services Director-General.,train
269,The Virus Research Institute runs the Coronavirus samples.,train
270,Why don't you stay at home if you are not feeling well?,train
271,Coronavirus cases are increasing in Uganda.,train
272,Pregnant women need special attention while in the hospital.,train
273,We have three new cases of coronavirus patients today.,train
274,Company staff are now testing positive for coronavirus.,train
275,The pandemic cases in that district are now reducing.,train
276,The clinic has taken the baby's parents to the police because they failed to pay for the surgery.,train
277,The health minister has emphasized the need to have good regional hospitals.,train
278,Health centres should opt for more accurate ways of blood testing.,train
279,It is absurd that people are still dying of diseases which are preventable.,dev
280,We should stand together with those who are suffering from heart diseases.,train
281,Coronavirus cases and deaths have risen.,train
282,The elections are likely to be violent and may lead to the spread of the virus.,train
283,Branded milk is safer for children compared to milk sold on the streets.,train
284,Teenage pregnancies are on the increase and something should be done about it.,train
285,The number of coronavirus disease infections and deaths increases every now and then.,train
286,Government reports show that minors too can get infected with the coronavirus.,train
287,A patient who died of coronavirus disease will be laid to rest this September.,train
288,You can only find out if you have coronavirus disease after being diagnosed.,train
289,If you want to keep healthy you have to do daily exercises.,train
290,"In Uganda, online media platforms have to get authorisation nowadays.",train
291,The seminar for fighting fake news has been arranged.,train
292,It is interesting that we now have to pay tax to use the phone.,train
293,Uganda needs a good data privacy policy.,train
294,The communications regulator ensures telecommunication companies follow set guidelines.,train
295,Garbage should be collected daily or burnt.,train
296,Cholera is a disease caused by poor sanitation.,test
297,Irresponsible members in the community dump garbage anywhere.,train
298,Garbage attracts flies.,train
299,Some diseases can be prevented.,train
300,Business managers should be mindful of the cleanliness of their surrounding.,train
301,A dirty environment hinders business growth because it chases away customers.,train
302,Garbage stinks when rotten.,train
303,Authorities should come up with strategies to manage garbage in towns.,train
304,Garbage is collected every month to avoid accumulation.,train
305,We advocate for a corrupt-free world.,train
306,Ugandans are peaceful and loving people.,train
307,International traders face challenges while operating in foreign countries.,train
308,All neighbouring countries should sign the agreement.,train
309,Ugandans are very hospitable people.,dev
310,What is being done to help pregnant mothers in refugee camps?,train
311,Employment leads to improved household income.,train
312,Unity could lead to economic transformation.,train
313,International trade is of great benefit to all nations.,train
314,Border communities need to be very vigilant during this pandemic.,train
315,Neighbouring nations need to collaborate.,train
316,It seems girl child education is usually taken for granted.,train
317,The probability that a girl will finish school is lower than that of a boy.,train
318,Government-aided schools provide fair education services to the public.,train
319,We should protect and educated girl children.,train
320,Early pregnancies have led to increased dropout rates of girl children.,test
321,Parents should responsibly take care of their children.,train
322,School dropouts are more common in rural areas.,train
323,Fundraising campaigns create awareness about the need to raise funds.,train
324,He managed to complete school because of the support from his education sponsors.,train
325,Lack of tuition fees is one great challenge faced by students.,train
326,What reasons do youths give for dropping out of school?,train
327,Organisations have now come up to help the needy in the community.,train
328,Help the needy members in society.,train
329,The local defence unit protects people in the community.,train
330,Recruitment exercise involves interaction between the employer and the applicant.,train
331,Keep trying even if you fail.,train
332,Education is the key to success.,train
333,Education leads to creativity and innovation that could result in development.,train
334,Most people lose out on job opportunities because they did not attend school.,train
335,Communities should be sensitised on the benefits of education.,train
336,Only those that meet the job requirements are called up for an interview.,dev
337,Recruitments at the district level are usually massive.,train
338,"Usually, the employer sets a target number of required recruits.",train
339,Gulu district is one of the districts in Uganda.,train
340,Most of the local defence unit recruits are youths.,train
341,The local defence unit has cruel officers.,train
342,Adequate planning needs to be done in order to grow the education sector.,train
343,Sports and education work should be done hand in hand.,train
344,The government of Uganda has availed lots of grants for public schools.,train
345,What causes some children not to pass well in school?,train
346,Agricultural equipment is very expensive for farmers.,train
347,Many children fail to complete school because of inadequate funds.,train
348,Getting involved in a business is one way of finding children's school fees.,train
349,Other sectors like agriculture and business support education in one way or the other.,train
350,Education should be affordable for everyone.,train
351,The education sector requires funding.,train
352,The community should be sensitised on hygiene and sanitation-related issues.,train
353,Authorities have the obligation to prevent crime.,train
354,There is an ongoing project to build toilets for people in the community.,train
355,One needs a licence to operate legally.,train
356,Hygiene is one way of preventing diseases.,train
357,Misplacement of human waste can lead to diseases.,train
358,It is hard to find a clean market.,train
359,A market attracts very many people from different societies and backgrounds.,train
360,He was falsely accused but let us wait for the court ruling.,train
361,Some companies failed to pay their workers during the lockdown period.,train
362,Health workers have not been appreciated for their efforts.,train
363,Workers can now choose to work from home or come to the office.,train
364,Coronavirus has spread in every country in the world.,train
365,Every company is under pressure to provide a safe working environment for its workers.,train
366,Ugandans working abroad have been stopped from coming back due to the pandemic.,train
367,All contracts were terminated by the business owner.,train
368,Employees are encouraged to take leave in order to improve their health.,train
369,Most of the employees decided to resign from the radio station.,train
370,Very many people have lost their jobs during the lockdown.,train
371,The pandemic caused disruption to many business activities.,train
372,You should check with the lands office before you buy land.,train
373,I received a message on my phone that money had been paid.,train
374,Where can I find good furniture?,train
375,I don't have the required qualifications for that job.,train
376,You need to register your business first.,train
377,Very many small businesses in Uganda are not registered.,train
378,Refugees need to be helped while in a new country.,train
379,I need to renew my driving permit.,train
380,Uganda has closed its borders to stop the spread of Ebola.,train
381,Child neglect cases have increased during the lockdown.,train
382,It is wrong to release patient records to the public.,train
383,Every person needs privacy at a certain moment in time.,train
384,There is an increasing habit of spreading fake news.,train
385,You can not borrow money from that bank without a bank account.,train
386,Every company should make sure that its workers have insurance.,train
387,Businesses in the city centre have been told to close until further notice.,train
388,People should take caution before borrowing money from money lenders.,train
389,Banks and telecom companies have been told to reduce fees on digital transactions.,train
390,Banks will be open for only six hours a day.,train
391,Bank of Uganda supervises all financial institutions in Uganda.,train
392,The foreign exchange rates are increasing every day.,train
393,Moneylenders are increasing interests every day.,train
394,Courts are set to resume after the pandemic.,train
395,Time management is very important during a court hearing.,train
396,The judge said that the court will be closed early today.,train
397,Few people will be allowed in court today.,train
398,Bail applications will be heard by the court on Friday.,test
399,We need more judges to work on the very many pending cases.,train
400,The pandemic led to the suspension of all court proceedings.,train
401,The court judgements can be sent to the applicants via email.,train
402,He made his submission to court last week.,train
403,The chief justice suspended the court hearings after the new presidential directives on Sunday.,train
404,Local governments are responsible to enforce regulations.,train
405,The new health directives will be effective starting tomorrow.,train
406,The president has issued new health directives to the nation.,train
407,The ministry of health can not fight this virus without help from the public.,train
408,Please take note of the current circumstances before you go on to complain.,train
409,Make sure that your actions are within the law.,train
410,All the measures offered are within the law.,train
411,New ways of working have come up during the pandemic.,train
412,The lawyer requested the judge to settle the case outside the court.,train
413,You need to get a lawyer if you want this issue to be resolved.,train
414,What are the repercussions if he is convicted of fraud?,train
415,They did not follow the formal process while applying for jobs.,train
416,You need to make a decision today.,train
417,The court hearing for the murder case is next week.,train
418,I could not believe the court ruling was on our side.,train
419,They need to get legal advice from the right lawyer.,train
420,The fate of this court case is in hands of the judge.,train
421,What happened between them?,train
422,Everyone needs the freedom to freely express their ideas.,train
423,We had a very long discussion on phone.,train
424,Some of the court rules have nothing to do with the actual dispute.,train
425,The court hearing is tomorrow before noon.,train
426,When will the court ruling be made?,train
427,This is a very sensitive case.,dev
428,You can not rely on everyone.,train
429,Nothing said in this discussion should be disclosed to the public.,train
430,The information in the mediation is very confidential.,train
431,The good thing about settling a case at mediation is confidentiality.,train
432,To successfully settle the case outside court every party needs to give up something.,train
433,"Usually, the parties are given an opportunity to work out their relationships.",train
434,When a case is settled at mediation it's different from a normal court case.,train
435,Parties rarely reconcile after settling these cases.,train
436,You need proof before you take him to court.,train
437,Many become friends again after settling their cases at mediation.,train
438,Each party bears its costs when you settle the case at mediation,train
439,Many people never recover the expenses of the trial.,test
440,A lot of costs were incurred in paying lawyers and transporting of witnesses.,dev
441,He was asked for a lot of money to be bailed out.,train
442,Justice delayed is justice denied.,train
443,The plaintiff wasn't satisfied with the court ruling.,train
444,The defendant may be dead before the next court meeting.,train
445,The wife and the husband will be brought to court on Monday.,train
446,The judge usually decides what happens in court.,train
447,Everyone is waiting for the court ruling.,train
448,We prepared the evidence early enough before the next court sitting.,train
449,This dispute can only be settled in the courts of law.,train
450,The lawyer advised that settling the case at mediation will save time.,train
451,The judge hasn't arrived yet.,train
452,Sometimes court allows parties to resolve issues outside court.,train
453,They need to choose a mediator who has the relevant qualifications.,train
454,The defendant requested an interpreter before he could say anything in court.,train
455,Thirteen years have passed since mediation was introduced by the High Court.,train
456,Twenty-five per cent of convicted criminals are not criminals.,train
457,Uganda produces the second-best lawyers in East Africa followed by Tanzania and Rwanda.,train
458,To avoid going to court one needs to avoid committing crimes.,train
459,You should file a suit against that company.,train
460,The prosecutor couldn't answer the judge's question.,train
461,Everyone has a right to seek justice.,train
462,Laws at times oppress and lead people to death.,train
463,The bail application is acceptable in court.,train
464,Wrongdoers should be arrested.,train
465,Some people are exempted from punishment.,train
466,The court ruling is legal.,train
467,Illegal acts are condemned by the court.,train
468,Criminals should not go unpunished.,train
469,Uganda's justice system discourages the use of violence in elections.,train
470,Uganda now has a new chief justice.,train
471,The people who were involved in a church demolition case were released on bail.,train
472,The president believes that a killer should also be killed.,train
473,The lawyer has been moved to another court.,train
474,The lawyers talked to the police about the opposition candidate.,train
475,The leader has managed to swear in three new judges.,train
476,My lawyer is lodging an appeal anytime from today.,train
477,A suspect was convicted trying to access the head of the legislature,train
478,It's the taxpayer's money that is wasted when the government loses a court case.,train
479,Rules are part of every community.,train
480,Some teachers are usually biased.,train
481,We need honest representatives.,train
482,Businesses survive on debt.,train
483,The final judgement was reached in today's court session.,train
484,I don't like to pay rent.,train
485,Let us share the profits before closing the business.,train
486,Courts enforce the available laws.,train
487,We need solutions not more complaints.,train
488,The sales for this year are more than those for last year.,train
489,I am the salesperson for this company.,train
490,I am one of the company representatives.,train
491,Very many people are going to vote in this election.,train
492,I want to start a mobile money business in Kasubi.,train
493,You have no reason to fear.,train
494,Can you please relax?,train
495,A taxpayer must have a tax identification number.,train
496,Fraud is on the increase in Kampala.,train
497,Some shops in town do not pay taxes.,train
498,Taxpayers' records should be kept safely for future reference.,train
499,Tax fraud is illegal and punishable by law.,train
500,Some citizens do not like to pay tax.,train
501,There are many con men in town.,train
502,Evidence confirms allegations made.,train
503,The government is taxing citizens by taxing products for home use.,train
504,Some cases are referrals for purposes of the law.,train
505,Courts must give a fair and just ruling.,train
506,One is innocent until proven guilty.,train
507,Legislators are the leading lawbreakers,train
508,Every business must file a tax return.,train
509,Fraud is punishable by law.,train
510,The revenue authority team at the border is very tough.,train
511,Value-added tax is commonly charged on products.,train
512,The accused shaded tears in court to try and prove her innocence.,train
513,Laws have been established to prevent fraud and other related crimes.,train
514,We need to add new stock to the shop next month.,train
515,This court case is taking longer than we anticipated.,train
516,Decisions made must be clear and understandable for everyone.,train
517,Allegations alone are not enough to prove that one is guilty.,train
518,Uganda Revenue Authority is in charge of collecting taxes in Uganda.,train
519,It is the taxpayers' obligation to pay taxes every financial year.,train
520,What makes some things to become too hard to understand?,train
521,Court operates on evidence availed.,train
522,Civil servants need a pay rise.,train
523,Every business needs to pay its taxes on time.,train
524,The manager was fired due to allegations of fraud made by employees.,train
525,Tax fraud is increasing.,train
526,Penalties are small punishments usually for not doing something on time.,train
527,Taxpayers are usually not comfortable declaring all their earnings.,train
528,Every purchase is taxed.,train
529,Business owners should be aware of their obligation to pay taxes.,train
530,Tax reduces one's profitable income.,train
531,Why should credit be given to this customer?,train
532,Companies send invoices to each other in case of any transactions between them.,train
533,Most taxpayers feel that tax is a burden to them.,train
534,Courts handle all sorts of cases that are legally abiding.,train
535,"With improved technology, people now find it easy to pay taxes.",train
536,High taxes lead to increased prices.,train
537,Washing of hands is now the order of the day.,train
538,Controls and measures are put to prevent the spread of diseases.,train
539,People are tested first before any disease is confirmed.,train
540,Quarantine is now a mandate for all people coming from abroad.,train
541,Public needs restrictions on certain things.,train
542,Viral diseases can lead to deaths.,train
543,Coronavirus patients are under strict observation.,train
544,Good pay can be a great motivation for medical officers.,train
545,Medical officers put on gloves and masks to avoid direct contact with infected patients.,train
546,People go to hospitals for health assistance.,train
547,Coronavirus has killed four members of parliament.,train
548,Patients need treatment to be well.,train
549,Livestock can be a source of income.,train
550,Concerts usually attract people from different homes and societies.,train
551,Public meetings can lead to the spread of the disease.,train
552,Ceremonies like marriage and funerals shall continue to exist as long as people exist.,train
553,Places of worship are a source of hope to the majority of the people.,train
554,People go to bars and cinema halls for leisure.,train
555,They should have punished him for all the things he did in the past.,train
556,Every company that pays taxes receives a special rewards.,train
557,The government is taxing us almost five times.,dev
558,Businesses pay three kinds of taxes.,train
559,The president has removed taxes on roadside shops.,train
560,How do you reward loyal customers?,train
561,Everyone was worried about the auditing process.,test
562,Most shop owners dodge tax payments.,train
563,Every village should have a court to manage domestic violence issues.,train
564,Internet was shut down for five days in Uganda.,train
565,The prices of things go up during the festive season.,train
566,Nowadays you have to wash your hands before you enter the bank.,train
567,The army has done well in fighting the spread of the disease.,train
568,Some people take medicine without  medical check up.,train
569,People are quarantined in expensive hotels.,train
570,You should not go to restricted places.,train
571,What do you have to say about the new virus?,train
572,It is so sad and painful.,train
573,The president said that scientists are going to be paid well.,train
574,Two medical doctors have died of corona virus.,train
575,Nurses in government hospitals should learn to behave well.,train
576,Corona patients are under government observation.,train
577,The new doctor was the first to come into the hospital.,train
578,Some farmers don't have enough money to rent more land.,train
579,All December concerts were banned.,train
580,He fell sick during the meeting.,train
581,I missed attending his father's funeral.,train
582,He decided to open up a new church.,train
583,The bars will not be opened this year.,train
584,Closure of schools might lead to increased school dropouts.,train
585,Public gatherings can lead to the spread of the disease.,train
586,Uganda put a ban on the importation of commodities that are locally manufactured.,train
587,The truth will always set you free.,train
588,Offences are done by people.,train
589,Medical information should be accessible to everyone.,train
590,Advice from medical officers is crucial to our healthy wellbeing,train
591,Medical officers monitor the health state of their patients.,train
592,Quarantining patients helps with diseases control.,train
593,Different categories of people enter into Uganda.,train
594,Immigrants in Uganda could be one of the leading causes of diseases.,train
595,Foreigners are welcomed in Uganda.,train
596,Law and order must be followed and obeyed by the public.,train
597,Caution must be taken to avoid the spread of diseases.,train
598,Living in a clean environment prevents diseases.,train
599,Patients ought to follow instructions as given by the doctor.,train
600,A healthy community is the joy of the nation.,train
601,Prevent diseases early in order to avoid later repercussions.,train
602,Laws are implemented for the good of the public.,train
603,Employment boosts the economy.,train
604,Employers need to show concern for their employees.,train
605,Unemployment is as a result of various factors.,train
606,A job is a source of financial hope for most employees.,train
607,"In some companies, employees work on schedule.",train
608,Employees are obligated to work during working hours.,train
609,Employees assist in company decision making.,train
610,Every business aims at making a profit.,train
611,An employee can not rejoice upon termination.,train
