Key,Text,split
38,Tye dule mogo ma miyo ngec bot lupur ma lubbe ki jami me ameda i poto ki kodi mabeco me apita kun ngec man woto ki i redio,train
39,Winyi ocamo anyogi weng ma i poto pa dako ni,train
40,Oboke eni ma oboke oloke  ki tere matye olokke kwa-kwa ni tye ki two,train
41,Oboke ne tye oloke yellow itenge ka dong dyere bedo waci nyal aye omako,train
42,Gin manen calo nyal ma i boke anyogi en aye weko wii oboke two woko,train
43,Oboke mogo ma two omako dong gutyeko two woko,train
44,Oboke mogo ma oboke ma rangi ne yello tye ma odole i bute tung cel,train
45,Lanyut acel manonge I oboke anyogi manen calo nyal ki anyogi ma two omako en aye oboke ma rangi ne oloke odoko yellow,train
46,Oboke anyogi nongo rangi ne oloke yellow ento i tere nongo olokke calo nyal,test
47,Lakit alokaloka i rangi me oboke pe obedo lanyut maber pi anyogi ma tye ka dongo,train
48,"Wii anyogi ma malo ni , dyegi ma woto ma pe kitweyo, otyeko camo woko",train
49,Okok odoko peko madit tutwal i poto man,dev
50,Doo obedo diro maber me gwoko poto ma dano weng omyero onge,train
51,Kabii man ber dok odongo ma kome yot dok man binyako nyige mapol,train
52,Atamo ni tyen cam eni tye ki two pien pote weng oloke ma yellow,train
53,Nen calo pe wabi kayo kac madit ki i kom tyen cam man,train
54,Tye tyen pul mukene ma okok ocamo woko,train
55,Rangi ma oloke nen calo nyal tye i dye oboke ma two omako,train
56,Oboke ma rangi ne oloke ni twero bedo macalo adwogi me alokaloka piny,train
57,Ler ma pe gidodo ma woto ka yenyo cam i dye poto obalo cam weng ma tye i poto,train
58,Oboke ma two omako tye ka to woko pien doo tye matek i poto,train
59,Labolo ma pe onyak madwongi tye macalo adwogi me two anyogi ma loko rangi pot anyogi miyo bedo calo nyal,train
60,Labolo ma tye odongo maceki tye macalo adwogi me doo ma tye madwong i poto,train
61,Tyen cam man twero bedo ni kwidi aye ocamo,train
62,Poto man mito adoya pien tye ma lum orumu tenge woko,train
63,Cwinye ma yom ma pud tye ka lot alota ni kwidi otyeko camo ne woko,train
64,Anyogi ni tye i poto ma odin dok bene oboke ne tye ka loke calo nyal,train
65,Tyen layata ni tye ki rangi ma obedo kwa-kwa ki bene nyal-nyal I oboke ne,train
66,Tyen cam man tye ki oboke ma rangi ne yellow ki mogo obedo nyal-nyal,train
67,Oboke nyanya man tye ki rangi ma yello dok bene otwo woko,train
68,Oboke ne tye ki poke pien jami ma lak obalo woko,train
69,"Pol kare, gin ma nen ma tar-tar I pot anyogi tye macalo adwogi me jami me lak I oboke",train
70,Pot anyogini kwidi malak otyeko camo ne woko,test
71,Gin ma nen ma tar-tar ipot anyogi tye macalo adwogi me kwidi ma kilwongo ni Fall armyworm,train
72,Pot gwana ne tye ki rangi ma yellow ci ongolo-ngolo i tere,train
73,Lanyut me moc cam murem i tyen mucungwa en aye ni wii oboke mabiti loko rangi ne doko yellow,train
74,Pot anyogi magi tye ma otuc-otuc pien jami malak tye ka camogi woko,train
75,Lupur acel manonge i caro ma kilwongo niBukujju onyutiwa tyen came mogo matwo obalo woko,train
76,"I distric me Kayunga, pol poto tye ki anyogi ma two ocubu",train
77,Tye muranga mapol ma two omako i kabedo man,train
78,Rangi ma obedo nyal-nyali manonge i pot mwanyi tye macalo adwogi me nyal ma jwi ni,train
79,Kwidi ma kilwongo ni Fall armyworm tye ka camo pot anyogi,train
80,Doo madwong i poto miyo pot anyogi rangi ne lokke ma yellow,train
81,Tyen anyogi man tye ki nyal macalo adwogi me two,train
82,Nyig anyogi ma oa ki i tyen anyogi man gidongo tutwal dok man pe opore,train
83,Two anyogi ma kilwongo ni Maize streak weko dye pot anyogi loko rangi ne doko yellow,train
84,Dyegi ocamo anyogi ma i poto,train
85,Lanyut acel manonge i tyen anyogi matwo maize streak omako en aye oboke ma rangi ne olokke odoko yellow,train
86,Pot anyogi man kicamo woko macalo adwogi me Fall armyworm,train
87,Tyen anyogi man two omako pien oboke ne olokke tye kadoko col woko,train
88,Anyogi tye ma two Fall armyworm obalo woko,train
89,Pot cam man tye ma two omako woko,dev
90,Dano ma tye ki ka ngom matino pud gitwero pito cam dok ginongo iye cente,train
91,Gamente cuku cwiny dano wek gupit kodi me rwom mamalo ci gunong cam ma nyak maber,train
92,Lupur pe ki cuk me cato anyogi,train
93,Itwero medo kac mamegi i yo magi,train
94,Gwoko kic kelo cam ki cente,train
95,Wel dano ma mito apwoyo tye ka medde i kin kareni,train
96,Lupur me lobo Uganda nongo peko mapol malubbe ki two ma balo cam ki alokaloka me piny,train
97,Ngat ma tye ki ngec matut ma lubbu lok kom pur ki cam ma mite me gwoko yot kom aye nyinge obedo ka kati mapol i yub me miyo pwoc,train
98,Kiro yat lacen aye oweko yat tye obalo cam ma wanongo i kin kareni,train
99,Timo kica pi banya ma gamente omako onyo twero konyo kelo alokaloka i kit me timo biacara?,train
100,Gwokke ki kit ma itiyo ki cente ni,train
101,Yub me nyutu jami acata obedo yo acel me cat,train
102,Miyo twero me tic ki ngom bot ngat moni pi kare mo obedo yo acel me tic ki ngom,train
103,Gum madwong me timo biacara tye I te yub ma pe jenge i kom gamente,train
104,Pol bank ma tye ni gimiyo lim den,train
105,Gangi kwan I ter kare ni pwonyo lutino kwan ki kit me doro biacara,train
106,Yabo kayubu jami onyo cuma twero konyo me nyayo tic ki anywali me Uganda mapol,train
107,Bitero kare mapol wek timo biacara ki tiyo cente odok kit ma yang onongo tye kwede,train
108,Gamente dong kombedini mito ngiyo ter buk pa kampuni acel-acel pi neno kit ma timo biacara tye ka wot kwede,train
109,Medo wel jami acata twero twero keli magoba onyo pe,train
110,Lupur nasinasi mito Cuma ma twero weko gibiyo nasinasi gicato me kaka cato makome kulu.,train
111,Ludiro tic waco ni lutim biacara omyero gubed ki ngec wek gumed rwom me timo biacara gi,train
112,Bang pol kare gimayo jami pa dano kace ngat moni pe tye ki kero me culu lim den ma ogamo,train
113,Tic ki mobile money me timo biacara omedde i nucu mwaka ni,train
114,Omyero ibed ki ryeko me loko kit me timo biacara i nge kare ma gamente ogengo wot pi gengo nyayo two Corona,train
115,Lutela pa lwak me Uganda miyo tam bot lwak me tic ki cente ma kiminigi me cako biacara,train
116,Kacato wil madit acel ma oywek tye ka loro kacat mapat pat ma onongo oyabo,train
117,Bardege dong kityeko yabo woko me medde ki tic,train
118,Lagwok gang kama dano pango ot kityeko mine nino aryo me culo banya ne weng,train
119,Cato moo ma gitye kakwinyo bi kelo lim madwong i lobowa,train
120,Dule ma tiyo i lok kom lim macalo bang gini omyero gu pok cente ki dano kace gunongo magoba,train
121,Obedo ber tutwal me niang wel me cato mutoka macon,train
122,Bang maromo adek kityeko lorogi pi adwogi me peko ma two ma opoto okelo,train
123,Atamo ni gibimedde ki loyo me nongo pwoc ki mic,train
124,Pire tek me neno ni lucoo lumi lok angeya coyo dano ma ludiro tic,train
125,Steson me telebijon eno ni aye i kareni tye ki lukwed lok angeya ma diro tic gi tye lamal loyo,train
126,Luti biacara me lobo Uganda binongo magoba ango ki i mucoro ma gamente oketo i cato wil ma tiyo ki intanet onyo cim cing?,train
127,Mego ni owaconi gityeko nongo lim ki I bang maromo million mia acel ki aparabungwen,train
128,Gwok wel moo bidok piny i dwe ma bino,train
129,Lutim biacara ma i lobo Uganda gucako tic ki intanet macato wil macalo yo acel me kwo i kare man ma peko me two ma opoto tye ka yelo wilobo kulu,train
130,Yo me timo biacara bi medde matek ka lobo Uganda ocako cato moo matye nonge i tung poto ceng me Uganda,train
131,Lutim biacara omyero ocak nongo diro manyen me timo biacara i kare man ma gengo rwate i kin dano mapoli,train
132,Lutim biacara me i lobo Uganda omyero gucak cato ringo dyang i lobo me kuping Sudan,train
133,Anywali me i Ankole yubbe me kwero kac gi me acel me mwaka,train
134,Makerere University pwonyo maber i lobo Africa,train
135,Uganda miyo kony me cwako mon ma tye Scientist,train
136,Gangi kwan omyero gucul pi jami ma mite pi tic mapatpat,train
137,Yabe pa university okelo anywena nywena i kin lutino kwan,train
138,Lutino ma gipenye i mwaka ni cok dok i gangkwan,train
139,Dul me Uganda Examination Board bimoko awene ma lutino omyero otim iye peny,train
140,Gamente waco ni cente pe me weko dano okwan ki intanet,train
141,Gangi kwan omyero pe gumed wel cente me kwan,train
142,Tye gangi kwan mapol pa Gamente ma pud oyabe ayaba i mwaka ni,train
143,Kimako laloc me gangkwan pi pwodo lutino anyira matino,train
144,Gang kal ma mako lok kom kwan omiyo ngec bot gangi kwan pi time table me peny ma kilokoni,train
145,Itamo ni kwan me mwakani omyero ki ngol woko?,train
146,Gamente pe tye ka waco awene ma gangi kwan biyabbe,train
147,Pire tek tutwal ni gang kal ma loyo lok kom kwan aye omyero okeme kilok weng ma kwako gangi kwan,train
148,Gamente oye ni gangi kwan oyabbe pi lutino kwan ma gitye i mwaka gi me agiki,train
149,Kibiloko gangi kwan doko ka nongo yat,train
150,Lutino kwan weng tye ka kuru nino dwe ma gangi kwan biyabbe,train
151,Pingo anyira kwan mogo tye ka yero yo me kwanyo ic me kaka gwoko ne?,train
152,Tuku goga mit tutwal,train
153,Kwer me nyom pe obedo pi lulonyo keken,train
154,Adwogi ango ma nonge ki i yero lugo wer?,train
155,Kwer obedo yo me kwo,test
156,Tuku ma nyutu kit kwo pa dano ma ki nyutu i telebijon pol kare gik atura,train
157,Goga obedo nining?,test
158,Warwenyo lugo wer mapol ma tye ki mic me wer i mwaki ma okaro angec,train
159,Obedo kwonge na ni omyero abed latuku me filim muywek,train
160,Myel ma kelo wilobo kulu kacel kibinjutu ne i Telebijon i dwe me abungwen,train
161,Ki gengo lugo wer pe me yubu myel i Kampala,train
162,Omyero wakati ki cik ma konyo lweny i kom dano maburu ki lutino anyira ma mwaka gi tino,train
163,Anyira maromo alip apar kibuto kwedgi i kin dwe me acel ki dwe me abicel,train
164,Pe adwogi me pime pi two Corona weng dwogo ma kakare bene i nge kare manok,train
165,Dano tye ki lapeny ma lubbe ki jami me pimo kwidi two Corona,train
166,Kimiyo tic bot dul me Task force me neno maber jami ma tye katime,train
167,Two nya dok bene twero kelo to,train
168,Pime i ot yat obedo gin ma mite,train
169,Wilobo weng tye kaneno can me poto pa two,dev
170,Two ma poto i wilobo weng nya oyot dok twero kelo to mapol,train
171,Cholesterol obedo gin ango,train
172,Mon ducu twero gamo ic labongo kony macen?,train
173,Jami calo wot onyo ngwec ber tutwal pi gwoko yot kom,train
174,Cak tye ki jami mapol ma mite pi gwoko yot kom,train
175,Kanongo yat omyero obed pol kace lare,train
176,Mite bene ni kipwo lutic me yot kom pi tic gi maber,train
177,To macalo adwogi me two Corona tye ka medde i lobo Uganda,train
178,"I kare ma two Corona opoto, dano ocako yubu bongi me boyo um",train
179,Wel dano ma tye kanongo two Corona tye ka nya ento bene dano mogo tye ka cang,train
180,Yat agwera pi gengo two Corona pud peke,train
181,Lutic me yot kom tye ka jemo pien cul ogale,train
182,Two Corona okelo peko madwong bot co ka i poro ki mon,train
183,To macalo adwogi me Corona cok karomo milion,train
184,Polic ma I Kawempe tye alora pien kinongo dano acel ma kimako tye ki two Corona,train
185,Kwed ma okati nyutu ni two Corona twero donyo wa i adam pa dano,train
186,Pe tye yat me cango onyo gengo two Corona,train
187,Ka imito ni komi obed yot ci mat cak nino ducu,train
188,Wamito niang kace bedo bor i kin dano tye ka time,train
189,Kimiyo pwoc bot lutic me yot kom pi tic maber,train
190,Kinongo two i kom dano mapol ma kipimo gi ki i boda mapatpat ma orumu Lobo Uganda,train
191,Gang kal ma loyo lok me yot kom bimiyo adwogi me pime pi two corona nino ducu,train
192,Dano madwong ma tye ki two corona ginonge i kin ludwo motoka trela,train
193,Lutwo corona mukene pud peya gucang maber,train
194,Ludwor trela ma aa ki il obo mukene macok ki lobo Uganda aye wel gidwong loyo i kin dano ma tye ki two Corona,train
195,Lanyut me two corona aye mene?,train
196,Lutic me yot kom ma i dog lweny kikome dong gitye i kin jo magucakko nongo two Corona,train
197,Dano ma obedo cok ki lutwo kikwanyo remogi me apima,train
198,Pwoc madit omyero kimi bot lutic me yot kom ma i tung kumalo me Uganda,train
199,Wel mamite me pime pi two corona kibimiyone lacen,train
200,Agala-gala tye i miyo adwogi me pime ma kitimo,train
201,Jo aparacel ma pe anywali me Uganda kinongo ni weng gitye ki two corona,train
202,Ludwor trailer ma kinongo gitye ki two corona weng kidwokogi cen i lobo gi,train
203,Lutwo corona mukene kigonyogi ki i ot yat i dwe me abicel,train
204,Kikwanyo remo pa dano macok kwedgi ki bene ki bot lutic me yot kom,train
205,Kimiyo tam bot dano me boyo umgi ka gitye i kin lwak,train
206,Pime pi two Corona wele tek,train
207,Gamente opoko laboo um onyo mask bot anywali me lobo Uganda weng,train
208,Dano manok ma onongo tye ki two corona otyeko cang,train
209,Dano ma kipimo ki Gulu ma kinongo ni gipe ki two corona ki tyeko gonyo gi woko,train
210,Kin kareni odi yadi pa wegigi weng penyo pi cul me neno daktar,train
211,Dano mapol ma onongo gi tye ki two corona kityeko nongo ni gipe ki two inge pimogi tyen ma aryo,train
212,Ludwo trela madwong ma tye ka donyo ki i Mutukula kitye kanongo ni gitye ki two corona,train
213,Lawigang kal me yot kom bimiyo ngec ma lubbe ki lok me two corona,train
214,Dano binongo lok ma lubbe ki two corona nino ducu,train
215,Daktari gugonyo lutwo weng ma onongo gitye ki two corona ki yomcwiny madit,train
216,Latic yot kom acel aye oto,train
217,Wel dano ma tye ki two corona tye ka medde,train
218,Lutwo corona mukene dok gityeko cang woko ki i kom two ni.,train
219,Pwony pi buto ite net tye pi gengo nyayo two obe nyo maleria,train
220,Wel dano ma tye ki two corona magucang tye mapol kede bedi two tye ka nya,train
221,Sampol ma kikwanyo me apima pi two corona obedo dwong i dwe me abicel,train
222,Lutwo corona ma kipimo kinongo gipe ki two kigonyogi woko ki i ot yat Entebbe,train
223,Kimiyo cilinda me yamo me konyo lweny i kom two corona,train
224,Kikwanyo sampol ki i kom dano ma obedo ki lanyut me two corona ki i ot yat ma kwedo pi niang two mapatpat,train
225,Anywali lobo mukene ma kipimo kinongogi pe ki two bibedo kengi pi kare mo,train
226,Kiketo jami atima ki jami ma pemyero atima me gengo nyayo two corona,train
227,Dano ma loyo lok kom tic pa jo mukene tye ka mite pi pwony me tic ki net ma tye i anyim,train
228,Lumi lok angeya mukene binongo mic pi miyo ngec me yot kom bot lwak,train
229,Ambulenc madwong ki mutoka me neko mac kimiyo bot gamente,train
230,Latam cing mito alwoka pi gengo nyayo two corona,train
231,Latin ma pud tye i ic twero nongo two Hepatitis ki bot mine,train
232,Tic ki sanitiser awira icing gengo nyayo two corona,train
233,Bedo gang kace itye ki lanyut me aburu twero gengo nyayo two kwidi corona,train
234,Pwoc madit woto bot taskforce me yotkom pi tic matek magutimo me gwoko kwo pa lwak,train
235,Odi yadi omyero gucak tic ki Komputa me gwoko lok i kom lutwo,train
236,Neno ko tic pa lutic yot kom tye kawot i distrik acel-acel,train
237,Gamente me Uganda obipoko net lageng obee me nono,train
238,Gangkal me yot kom okati ki cik me doro gure pa dano,train
239,Gangkal me yot kom omiyo cik ma doro kit ma dano acel-acel twero gwokke ki gang,train
240,Lwak tye ki ngec pi pwony i kom two sickle cell matye kabino i anyim,train
241,Gangi kwan ducu omyero gulub cik ma doro gure kacel,train
242,Minista acel omiyo tam ni gangi kwan omyero obed ayaba,train
243,Gangkal me yot kom mito jami tic mapol wek lobo Uganda obed ma oyubbe pi two corona,train
244,Dano mo me Kampala ma kitucu nyinge obedo kagwoke kene i ot,train
245,Gangkal me yot kom omiyo namba cim ma pe iculu pi lok me two corona,train
246,Wamito neno kit ma kiyero kwede dano me apima pi two corona,train
247,Tim ber ineni pe i bedo kama dano mapol gure iye i kare man matwo tye oporo matek,train
248,Kimiyo tam bot dano pe me moto cing ki gwakke i kare ducu,train
249,Dano ma obedo ki lanyut me two corona kipimo kinongo ni gipe ki two,train
250,Cim ma pe iculu pi lok ma lubbe ki two corona kityeko yubu dok bene peko ma onongo tye dong kityeko tiro ne woko,train
251,Gitye ka pimo luwot ducu ma tye iwang boda pi two corona,train
252,Permanent Secretary onyo Karan madit me gangal me yot kom bimiyo ngec manyen tin I telebijon,train
253,Dano mo me Masaka ma onongo gitamo ni tye ki two corona gityeko pimo ne ci ginongo ni pe ki two,train
254,Gangkal me yot kom peya omoko ni two corona opoto I Uganda,train
255,Lwok cing ki cabun ki pii me gengo nyayo two corona,train
256,Ladit lobo bi tito lok bot lwak me Uganda pi doro kit ma gamente ki lwak omyero olweny kwede pi gengo nyayo two corona,train
257,"Pi niang ni dano pe ki two corona, kipimo remo tyen adek",train
258,Anywali me Uganda ma oa ki I Dubai aye dano me acel ma gipimo ginongo tye ki two corona,train
259,Dano ducu omyero obed ma cwinygi opye dok gubed ki ryeko me ngeyo jami atima ka gitye ki lanyut me two corona,train
260,Ginonong dano acel matye ki corona i lobo Uganda,train
261,Bar dege madit ma Entebbe obedo alora macalo yo acel me gengo nyayo two corona,train
262,Gangkal me yot kom omiyo lok ni gipimo ginongo two corona i kom dano aboro manyen,train
263,Dano mabedo i boma tye ka wot i peko madit macalo adwogi two ma oporo ni,train
264,Itwero gengo nyayo two corona kun nongo i bedo mabor ki lawoti,train
265,Lwok cingi ki cabun ki pii pi cekend maromo pyeraryo tyen adek i nino acel,train
266,Lwak me Uganda ducu tye ki gin aloka pi two corona ma opoto i lobo Uganda,train
267,Gangkal me yot kom tye katic ki dule mapatpat pi nongo yo me miyo pwony bot lwak pi gwoke ki gengo nyayo two,train
268,En orwate ki ladit dairekta genero matiyo pi lok me yot kom,train
269,Virus Research Institute aye gipimo two corona,train
270,Pingo pe ibed gang ka pe iwinyo maber?,train
271,Wel dano matye ki two corona tye ka medde,train
272,Mon muyac mito gwok maber ka ki gengogi i ot yat,train
273,Watye ki dano adek mukene ma two corona omakogi,train
274,Lutic kamponi mapatpat tye ka nongo two corona,train
275,Wel dano ma  two mo oporo ni omakogi i distrik ca tye ka dwogo piny,train
276,Klinik ocwalo lunyodo pa latini bot abili pien pe guculo pi yango latin,train
277,Minista me yot kom oloko matek tutwal pi neno ni gamente oyubu ot yadi madongo i kabedo mapatpat,train
278,Odi yadi matino omyero gunong yo ma opore me pimo remo ma adwogi ne gene,train
279,Winye marac ni dano madwong pwod tye ka too macalo adwogi me twoo magenge,dev
280,Omyero wacung kacel ki dano matye ki twoo adunu,train
281,Wel dno ma Coronavirus omako ki dano ma otoo tye ka mede,train
282,Bolo kwir ma tye kabino ni omaro kelo kuku-kuku dok bene twero medo nyayo two corona,train
283,Cak ma tye i kiboce ber pi lutino loyo cak ma gipimo-apima ma kicato i yo,train
284,Anyira matino maguyac tye ka doko dwong tutwal dok omyero ginen ni gitimo gin mo pi lok man,train
285,Wel dano ma two corona omako ki ma guto tiko medde,train
286,Ripot pa gamente nyutu ni two corona mako lutino bene,train
287,Dano acel ma two corona oneko gibiyiko i dwer me abungwen,train
288,Itwero ngeyo kace itye ki two corona nongo ipime,train
289,Ka imito ni komi obed yot ci omyero itim jami calo wot ki ngwec,train
290,"I lobo Uganda i kareni, miyo lok angeya mawok ki intanet mito nongo twero ki bot gamente",train
291,Kacokke me pwony i kit me lweny i kom lok ani gitye kayubu,train
292,Obedo lok awura mada ni dong omywero wacul mucoro me tic ki cim,train
293,Lobo Uganda mito pen cik maber me doro kit me gwoko lok mape ngat mo keken nongo,train
294,Lador tic ma lubbe ki lok aye neno ni kampuni me cim ki jami lok tye ka lubo cik,train
295,Yugi omyero kicok nino ducu onyo giwang,train
296,Cholera obedo two ma cilo aye kelo,test
297,Lucaro ma i kin gang aye bolo yugi kamo keken,train
298,Yugi kelo lwango,train
299,Two mukene twero genge,train
300,Lutela ma biacara omyero gupar pi lengo me kabedo mu rumogi,train
301,Cilo gengo dongo biacara pien ryemo luwil,train
302,Yugi ngwe ka otop,train
303,Lutela omyero gukati ki yoo me coko yugi ki iboma,train
304,Yugi gicoko dwe ki dwe wek pe ojoge,train
305,Wamito wilobo ma camcana pe iye,train
306,Anywali Uganda maro kuc dok bene gimaro dano,train
307,Lutim biacara ma anywali me lobo mukene nongo peko madwong ilobo ma pe meggi,train
308,Lobe murumuwa omyero guket cingi me yee cik man,train
309,Anywali lobo Uganda jolo dano i yo maber,dev
310,Ngo ma gitye katimo me konyo mon muyac ma gitye kem pa luring ayela?,train
311,Bedo ki tic medo lim me dok ot acel acel,train
312,Ribbe twero kelo alokaloka ikit ma lim nonge kwede icing dano acel-acel,train
313,Timo biacara ikin lobe mapatpat pire tek tutwal bot lobo acel-acel,train
314,Dano ma i kabedo macok ki boda omyero gubed ryek ikare man ma two opoto ni,train
315,Lobe macok ki luwotgi omyero gubed kiwinye,train
316,Nen calo kwan pa lutino anyira pire pe tek bot dano mukene,train
317,Tyeko kwan pa latin anyaka obedo gin ma tek ka iporo ki pa latin awobi,train
318,Gangikwan pa gamente miyo kony me pwony ma dano mapol twero nongo,train
319,Omyero wagwok dok nen ni lutino anyira gukwano,train
320,Yacu con oweko anyira madwong pe tye ka tyeko kwan,test
321,Lunyodo omyero guyele me gwoko lutino gi i yo ma opore,train
322,Dano ma pe otyeko kwan polgi nonge icaro,train
323,Lwongo kacoke me jogo cente miyo dano ngeyo gin ma gitye kajogo cente pire,train
324,En otyeko kwan pien onongo kony ki bot joo ma gubedo kaculu kwane,train
325,Can cente me culu pi kwan obedo peko acel madit ma lutino kwan nongo,train
326,Tyen lok ango ma bulu miyo pi giko kwan?,train
327,Dule mapatpat kombedi okati pi miyo kony bot lupeko ma ikin gang,train
328,Kony lupeko manongo I kabedo ni,train
329,Lumony onyo Local Defence Unit gwoko dano ma ikin gang,train
330,coyo dano itic lubu nywako lok ikin rwod tic ki layeny tic,train
331,Mede ki temo kede bedi ipoto,train
332,Kwan aye yoo atir me kwo maber ianyim,train
333,Kwan kelo diro tic ma twero kelo dongo lobo ianyim,train
334,Pol dano pe nongo tic pien pe gukwano,train
335,Dano ma ikabedo mapatpat omyero gunon ngec i kom ber pa kwan,train
336,Dano matye ki ngec onyo diro pi tic moni aye ki lwongo gi ka timo peny me nongo tic,dev
337,Coyo dano itic idistrik pole kelo dano mapol,train
338,"Polkare, rwod tic nongo tye ki wel dano ma mite me acoya itic",train
339,Gulu obedo distrik acel ma nonge ilobo Uganda,train
340,Pol dano ma gicoyo gi itic me Local Defence Unit tye bulu,train
341,Ludito mony me Local Defence Unit gi ger tutwal,train
342,Yub mite pi dongo lok malube ki kwan,train
343,Tic malube ki tuku ki tic ma mako kwan omyero owot kacel,train
344,Gamente me Uganda omiyo cente madwong pi gangi kwan ma en aye loyo,train
345,Ngo ma oweko lutino mukene pe timo peny maber?,train
346,Jami pur wele tek tutwal ki lupur,train
347,Pol lutino pe gityeko kwano pi nok pa cente,train
348,Nongo yoo me timo biacara obedo yoo acel me nongo cente me culu kwan pa lutino,train
349,Tic calo pur ki timo biacara konyo ki culu kwan,train
350,Kwan omyero wele obed yot ki dano weng,train
351,Dul me lok me kwan mito cente,train
352,Dano ma ikabedo man omyero gunong pwony ikit me gwoko lengo,train
353,Obedo tic pa lutela me genego timo bal,train
354,Tye yub matye kamede pi yubu coron pi lwak ma ikabedo man,train
355,Mite ni inong lansis wek iti i te cik,train
356,Gwoko lengo obedo yoo acel me gengo two,train
357,Konye kama pe opore twero kelo twoo mapatpat,train
358,Nongo cuk maleng tek,train
359,Cuk obedo kakaracel makelo dano ma kitgi pat dok gi aa ki kabedo maptpat,train
360,Gimoro adot i kome pi bal ma pe otimo ento kong dong wakuu adwogi tam pa kot,train
361,Kampuni mogo pe gutwero culu luticgi ikare ma gamente ogengo wot,train
362,Lutic me yotkom pwod peya gunongo pwoc pi tic matek,train
363,Lutic dong kombedi twero yero me tic ki gang onyo cito i gang tic,train
364,Two Coronavirus onya ibut lobo weng manonge i wi lobo,train
365,Kampuni weng tye ka yele matek me neno ni luticgi tye ma komgi yot,train
366,Anywali me Uganda matye katic ilobe mukene gityeko gengo wotgi paco pi two ma opoto ni,train
367,Rwod biacara ojuku tic pa lutice,train
368,Gimiyo tam ki lutic me kwanyo kare me yweyo pigwoko yot komgi,train
369,Pol lutic gutamo ni omyero gicuk tic I redio station woko,train
370,Dano mapol orwenyo ticgi ikare ma gamente ogengo wot pi gengo nyayo twoo,train
371,Poro pa two obalo tiyo baicara pa dano mapol,train
372,Omyero iwot I office ma neno lok me ngom ma pwod peya iwilo ngom,train
373,Anongo kwena icima ni giculu cente,train
374,Kwene ma atwero nongo iye jami ot mabeco calo komgi ni?,train
375,Pe atye ki ngec mamite pi tic enoni,train
376,Ma okwongo omyero kong ineni icoyo nying biacara ni malube ki pen cik,train
377,Tye biacara matino mapol ilobo Uganda ma pe gicoyo nyingi kit malube ki pen cik,train
378,Luring ayeala omyero gikony gi kagitye ilobo mukene,train
379,Amito nongo pamit manyen me dwoyo mutoka,train
380,Lobo Uganda otyeko loro wang boda ne pi gengo nyayo two Ebola,train
