Key,Text,split
1025,pacha wafa maji  familia eneo la gasi  kinondo kaunti ya kwale yaomboleza  wawili hao wa miaka wafariki baada ya kuzama baharini  wawili hao walitarajiwa kujiunga na vyuo vikuu mwaka huu,dev
1026,kitendawili cha mabinti  flora wairimu wa kiambu amepotea majuma matatu sasa  hajaonekana tangu alipoondoka kwenda shule mwezi jana  shantel nzembi wa kajiado alipatikana akiwa ameuawa  familia zinataka majibu kuhusu wahusika wa vitendo hivi,train
1027,wasichana wako wapi  familia zawatafuta wasichana wawili waliopotea murang'a  mercy waithera na mwenzake clarin njeri wamepotea kwa wiki  inaarifiwa kuwa mara ya mwisho walionekana kanisani gakuyu,train
1028,mtoto azama mto nzoia familia yatafuta mwili wa mtoto kwa siku tisa kijijini luunyu  bungoma maxwell wanjala alikufa maji huku wapigambizi wakishindwa kumuokoa,train
1029,'uzembe' hospitalini kilifi  familia yasema mama mjamzito aliyekuwa afanyiwe upasuaji aliachwa daktari katika hospitali ya kilifi adaiwa kumwacha mama ajifungue mtoto wa graciellah wakesho alifia tumboni akiwa hospitalini kilifi,train
103,hapo  huenda ukatakiwa kuwa na mandhari nyuma ya rangi kwa matini ili wajuzi wa kuhariri picha wasiweze kutumia nembo yako na kuwapasha watu habari ambazo sizo,train
1030,mauaji ya mwanafunzi familia ya mtoto aliyemuua mwenzake nyamira imetoweka mtoto huyo anayezuiliwa na polisi alimuua mwenzake  familia hiyo ilitoroka baada ya majirani kuchoma nyumba zao tatu wanafunzi hao wawili walikuwa wanazozania kalamu darasani,train
1031,familia ya bashir mohammed inamtaka mkuu wa mashtaka kuanzisha uchunguzi familia hiyo inataka uchunguzi kuendeshwa sambamba na ule wa  idara ya uchunguzi upasuaji wa maiti ulionyesha bashir alifariki baada ya kunyongwa bashir alikuwa akihusika na miradi mingi yenye pesa nyingi,train
1032,familia inatafuta majibu kuhusu kufariki kwa mwanao kayole mwanafunzi huyo hakurejea nyumbani jioni kutoka shuleni wazazi wake waliarifiwa kuhusu kupatikana kwa maiti mama lucy inaarifiwa kuwa aliachwa hospitalini na watu wawili waliotoroka,train
1033,uchunguzi wa bashir  polisi wanasema watu kadhaa wameandikisha taarifa zao  mohamud bashid alitoweka siku zilizopita hapa nairobi  gari la mfanyibiashara huyu raia wa marekani liliteketezwa  familia yake inataka ubalozi wa marekani kuingilia uchunguzi,train
1034,mafuriko ya karachuonyo familia zaidi ya hamsini zateseka baada ya mali yao kusombwa na mafuriko waathiriwa wanaishi katika kituo cha afya cha simbi  karachuonyo,test
1035,athari za mvua  mwili wa mwanaume waopolewa mtaani mukuru kayaba familia zaidi ya kumi na tano zaathiriwa na mafuriko nairobi bidhaa zote za ezekiel ochieng zilisombwa na maji kibra,train
1036,athari ya mvua zaidi ya familia ishirini  nyatike  migori zaachwa bila makao masomo katika shule saba yametatizika kutokana na mvua,train
1037,athari ya mvua zaidi ya familia nyatike  migori zaachwa bila makao masomo katika shule saba yametatizika kutokana na mvua,train
1038,moto kerugoya familia tatu katika eneo la miringa-ini zaachwa bila makao moto huu umesababisha hasara baada ya nyumba zao kuchomeka,train
1039,mtaro wa mauti mtu mmoja amefariki kwenye maporomoko ya mchanga kirinyaga watu wanne waliofukuliwa kwenye maporomoko wanauguza majeraha watu hao walikuwa wakichimba mtaro wa maji walipoporomokewa naibu kamishna wa kirinyaga ya kati daniel ndege anamlaumu mwanakandarasi,train
104,nachukulia mrejesho kwa umuhimu mkubwa shukran kwa kutusaidia kuboresha kazi mzuri nakuona wewe umechukua mrejesho na sasa nukuu zinasomeka alafu wakitazama dm yako ata wewe utazame  yangu tafadhali tazama shukran,train
1040,aliyekuwa mwakilishi wa kike wa kwale zainab chidzuga amefariki marehemu chidzuga alifariki leo kutokana na ugonjwa wa covid-19 chidzuga alikuwa amelazwa hospitalini kwa muda wa wiki mbili rais na viongozi wengine wametuma risala za rambirambi kwa familia,train
1041,tanzia kanisani kiongozi wa kanisa katoliki huko bungoma amefariki padre huyu alifariki kutokana na athari ya covid atakumbukwa kwa ujenzi wa kanisa kubwa zaidi bungoma,train
1042,kesi ya mauaji washukiwa wawili wa mauaji wa raiya wa uholanzi kushtakiwa wawili hao wanadaiwa kushirikiana na mkewe marehemu kumuua mfanyabiashara huyo alipatikana kitandani nyumbani kwake akiwa amefariki,train
1043,chris kirubi afariki  mfanyibiashara dkt chris kirubi ameaga dunia hii leo dkt kirubi alikuwa akiugua na amefariki akiwa na miaka themanini rais kenyatta  naibu rais na kinara wa odm wametuma rambirambi kwa familia,train
1044,kalembe ndile aaga dunia  mbunge wa zamani wa kibwezi amefariki baada ya kuugua  ndile aenziwa kama mtetezi wa wanyonge na maskwota,train
1045,mauaji ya malava  mwanafunzi wa darasa la saba apatikana ameuwawa mwanaume wa miaka arubaini apatikana amefariki nyumbani kwake maiti wamepelekwa katika makafani ya hospitali ya kakamega,train
1046,mauaji tata kakamega watu wawili wapatikana wameuawa malava kakamega mwanafunzi alipatikana kando ya barabara amefariki mwanamume mwingine alipatikana ameuawa katika boma lake,test
1047,buriani johnny mwanasiasa wa kamukunji ibrahim ahmed amefariki johnny amefariki leo baada ya kuugua kwa muda,dev
1048,ibrahim johnny afariki naibu katibu mkuu wa msikiti wa jamia afariki hii leo amefariki baada ya kuugua tu kwa muda mfupi johnny aliwahi kuwania kiti cha ubunge eneo la kamukunji,train
1049,wa maitu  aaga dunia  mwanamuziki mashuhuri wa nyimbo za kikuyu albert gacheru amefariki albert gacheru anajulikana na mashabiki wake kama 'wa maitu' gacheru alifahamika sana kwa wimbo wake   mwendwa wakwa mariru',train
105,ni mungu mwaminifu hizi ni matatu kutoka gekosh kwenda Polisi ya fig tree huko nje ninawatazama tu na hata hawajali kukagua magari haya kabla ya kuhatarisha maisha ya mtu,train
1050,mbunge aaga dunia mbunge paul koinange wa kiambaa amefariki mapema leo mbunge hiyo aliaga dunia akipokea matibabu hospitalini mbunge koinange alikuwa anaugua ugonjwa wa covid,train
1051,buriani sarah obama  amefariki katika hospitali ya jaramogi oginga odinga  kisumu ni nyanyake aliyekuwa rais wa marekani barack obama marehemu atazikwa kesho kogelo kaunti ya siaya kabla ya adhuhuri atakumbukwa kwa kuwasaidia wajane na mayatima,train
1052,mama sarah obama afariki  amefariki katika hospitali ya jaramogi oginga odinga  kisumu ni nyanyake aliyekuwa rais wa marekani barack obama marehemu atazikwa kesho kabla ya saa sita adhuhuri rais na kinara wa odm raila odinga watuma risala za rambirambi,train
1053,mama sarah obama afariki  amefariki katika hospitali ya jaramogi oginga odinga  kisumu ni nyanyake aliyekuwa rais wa marekani barack obama atakumbukwa kwa kuwasaidia wajane na mayatima,dev
1054,mauti ya umeme  watu wafariki baada ya kupigwa na umeme bomachoge  mama na mwanawe wa miaka 7 ni miongoni mwa waliofariki  nyanya wa miaka  themanini pia amefariki kwenye tukio hili  wakaazi walalamikia uunganishaji duni wa nyaya za umeme,train
1055,kilio cha haki  familia yalilia haki baada ya mgonjwa kupuuzwa hospitalini  familia inadai jamaa yao angekuwa hai ikiwa angehudumiwa  hospitali ya nairobi west  yasema mgonjwa alikuwa amefariki tayari,train
1056,rais john pombe magufuli amefariki  tangazo la kifo chake lilitolewa jumatano usiku makamu wa rais samia suluhu alitoa tangazo hilo taifa hilo limetangaza siku  ya maombolezi,train
1057,jiwe la mauti mwalimu mmoja amefariki baada ya kupigwa kwa jiwe na mwanafunzi biwi la simanzi limetanda katika kijiji cha shihumbi eneo bunge la shinyalu familia ya marehemu inasema mwalimu huyo alikuwa anabishana na mwanafunzi mwanafunzi huyo ni wa darasa la  saba,train
1058,nyachae aaga dunia  mwanasiasa mkongwe simeon nyachae amefariki leo  waziri huyu wa zamani ameaga hospitali ya nairobi  mwanasiasa huyu amefariki akiwa na umri wa miaka themanini na tisa   rais uhuru kenyatta aongoza taifa kumuomboleza,train
1059,shilingi mia mbili zasababisha kifo mtu mmoja amefariki baada ya madai ya kupigwa na mwenzake wawili hao wanadaiwa kuwa walikuwa wakizozania misokoto ya bangi ya shilingi mia mbili eldoret inadaiwa wawili hao hujihusha na uuzaji wa bangi katika eneo hilo,train
106,nilidhani ni afisa polisi peke mwenye bunduki (jeshi la polisi) la thibitisha kuwa hamza mohammed ambaye alipiga risasi ofisa wa polisi alikuwa ni gaidi sasa ina maana nyingine,train
1060,mauaji ya wakili  polisi wanamzuilia mshukiwa wa mauaji ya wakili syokimau  raia wa nigeria azuiliwa kwa mauaji ya elizabeth koki  wakili koki alipatikana akiwa amefariki chumbani mwake,train
1061,mauti baharini mwanamke mmoja amefariki baada ya gari lake kutumbukia baharini mtoto wake aliponea baada ya kutokea dirishani na kuogelea mama huyo alishindwa kudhibiti gari na kutumbukia baharini,train
1062,nyamira yaomboleza gavana  gavana john nyagarama amefariki mapema hii leo nairobi  amefariki baada ya kuugua kwa muda na kulazwa nairobi  amekuwa hospitalini kwenye chumba cha wagonjwa mahututi kwa muda wa majuma matatu  gavana nyagarama amefariki akiwa na umri wa miaka  sitini na nane,train
1063,gavana nyagarama afariki  gavana wa nyamira john nyagarama amefariki leo asubuhi  baada ya majuma matatu kwenye chumba cha wagonjwa  mahututi ambako amekuwa akipokea matibabu,train
1064,gavana nyagarama afariki  gavana nyagarama amefariki leo asubuhi  baada ya majuma matatu ya kuwa kwenye chumba cha icu ambako amekuwa akipokea matibabu,train
1065,seneta kabaka afariki seneta wa machakos boniface kabaka ameaga dunia kabaka amefariki katika hospitali ya nairobi akipokea matibabu kabla ya kifo chake alikuwa amelazwa katika chumba cha wagonjwa mahututi,dev
1066,hasira hasara mzee mmoja amefariki baada ya kuvamiwa na kuchomwa na wanakijiji wenyeji walikasirika baada ya mzee kuwakata jamaa zake watatu mzozo huo unadaiwa kusababishwa na uhasama wa shamba machakos,train
1067,kifo cha rubani  rubani mmoja wa kws amefariki kwenye ajali ya ndege kajiado  ndege hiyo ilianguka muda mfupi baada ya kupaa kutoka shuleni  uchunguzi kuhusu kilichosababisha ndege hiyo kuanguka unafanywa  ni ndege ya shule ya mafunzo ya urubani iliyoko isinya  kajiado,train
1068,mauaji ya kutatanisha kijana apatikana amefariki chumbani kwake na jeraha la kisu msichana afariki ikolomani msichana huyo wa miaka ishirini amefariki akiavya mimba,train
1069,mapigano nessuit mtu mmoja amefariki kwenye mapigano ya punde zaidi watu wengine wawili wamejeruhiwa kwenye mzozo wa punde,train
107,uonapo mwanayo anafanikiwa vyema katika masomo yake bila usumbufu ni ahueni kwa kila mzazi tuko hapa kwa hayo yote,train
1070,buriani kajembe  mbunge wa zamani wa changamwe ramadhan kajembe azikwa  amefariki wiki mbili tu baada ya mkewe kufariki  kajembe azikwa na maafisa wa afya waliovalia magwanda  waliomuomboleza wamemtaja kuwa mwanasiasa shupavu,train
1071,aliyekuwa mbunge wa changamwe ramadhan kajembe afariki dunia kajembe amefariki jioni katika hospitali ya pandya  mombasa rais uhuru kenyatta ametuma rambirambi kwa jamaa za marehemu kinara wa odm raila odinga amtaja kjembe kama  mtu mwaminifu,train
1072,kifo cha kutatanisha hali ya majonzi imetanda katika kijiji cha eshirotsa emasava butere mwanamume mmoja alipatikana amefariki nyumbani yake jamaa huyo anadaiwa kuugua lakini hakutafuta matibabu hospitalini,train
1073,mapigano olposimoru  mwanaume mmoja amefariki na watano kujeruhiwa olposimoru  narok  hii ni baada ya mapigano kati ya jamii mbili kuzuka upya jana usiku  mapigano yalichochewa na kuvamiwa kwa wachungaji watatu,train
1074,kwaheri mkapa  aliyekuwa rais wa tatu wa tanzania benjamin william mkapa amefariki  marehemu mkapa  aliyekuwa na umri wa miaka themanini na nne  alifariki alipokuwa akipokea matibabu hospitalini dar es salaam  rais john magufuli amemsifu mkapa kama mchapa kazi  mcha mungu,train
1075,kwaheri papa shirandula  msanii wa michezo ya kuigiza charles bukeko amefariki  bukeko aliaga dunia leo asubuhi katika hospitali ya karen  papa shirandula ameaga dunia akiwa na umri wa miaka hamsini  hadi kufa kwake alikuwa mfanyakazi wa royal media services,train
1076,corona yapita   watu mia tano wapatikana kuwa na virusi vya corona hii leo  jumla ya idadi ya maambukizi sasa yafikia elfu tatu  mtu mmoja zaidi amefariki kwa makali ya ugonjwa mia moja waliopata nafuu na kuruhusiwa kwenda nyumbani,train
1077,walio na  corona leo  kenya leo imerekodi visa vingi vya maambukizi kwa siku moja  jumla ya walioambukizwa virusi nchini imefikia elfu tatu  mtu mmoja zaidi amefariki kwa corona  idadi yafikia 50,train
1078,mtoto wa miaka minne amefariki kutokana na maradhi ya kal a-azar watu wengine wamelazwa katika hospitali ya garissa  zaidi ya watoto kumi na mmoja walio  chini ya miaka kumi wameathirika waliambukizwa baada ya kuumwa na wadudu wa mchangani,train
1079,rais nkurunziza afariki  rais anayeondoka wa burundi pierre nkurunziza amefariki  nkurunziza amefariki baada ya kupata mshtuko wa moyo hapo jana  mkewe nkurunziza anatibiwa katika hospitali ya aga khan nairobi,train
108,kamishna juliana whonge cherera  francis mathenge wanderi  irene cherop masit na justus abonyo nyang wamekula kiapo chao cha ofisi katika jumba la mahakama kuu alhamisi  picha kwa heshima,test
1080,corona  maambukizi zaidi  watu 100 wamepatikana na virusi vya corona hii leo nchini  idadi ya maambukizi imefikia watu elfu tano hapa kenya  mtu mmoja amefariki kutokana na virusi hivyo hii leo  idadi ya watu waliofariki ni sitini na saba kufikia sasa,dev
1081,ajali kajiado mtu mmoja amefariki baada ya gari kuanguka mtoni gari hilo lilibingiria mara kadhaa kabla ya kuingia kwenye mto huo,train
1082,kero ya nyoka wakazi wa maweni kaunti ya kwale wahangaishwa na nyoka mtu mmoja tayari amefariki na wengine kupata majeraha ya kuumwa na nyoka watu hao wanaitaka idara ya wanyama pori kuwanusuru kutokana na kero hiyo,train
1083,maafa ya mafuriko  mtu mmoja amefariki baada ya kusombwa na maji kisumu  mto sondu ulifurika na kusababisha maafa hayo  zaidi ya watu  hamsini sasa hawana makao kufuatia mafuriko hayo  mali ya thamani isiyojulikana pia iliharibiwa katika tukio hilo,train
1084,mzozo wa mpaka mtu mmoja amefariki tana river baada ya kupigwa mshale mzozo umeshuhudiwa kati ya jamii za kaunti mbili eneo hilo,train
1085,mauti maporomokoni mtu mmoja zaidi amefariki katika mkasa wa maporomoko ya ardhi chesegon idadi ya waliofariki sasa imefikia watu watano kufuatia mkasa huo mtoto mmoja amepatikana huku watu ishirini na wawili wakitafuta,train
1086,prof  ken walibora afariki  walibora amefariki akipokea matibabu katika hospitali ya kitaifa ya kenyatta aligongwa na gari katika barabara ya landhies siku ya ijumaa,dev
1087,corona  idadi yafikia elfu kumi    watu elfu tano wengine wathibitishwa kuwa na virusi vya corona  miongoni mwa wagonjwa hawa ni mtoto wa mwaka mmoja  nairobi-wawili  mandera wanne mombasa watatu  nakuru   na  machakos mmja   mtu mmoja zaidi pia amefariki  idadi ya vifo ikifikia mia moja,train
1088,corona  idadi yafikia  elfu tano  watu zaidi wathibitishwa kuwa na ugonjwa wa covid-19  mtu mmoja amefariki na virusi hivi katika kaunti ya siaya  idadi ya waliofariki nchini sasa yafikia 105  watu   watu zaidi wakamatwa wakibugia pombe kayole,train
1089,ripoti za corona jamuhuri ya kidemokresi ya congo yaandikisha kifo  raia wa ubelgiji aliyekuwa ametengwa amefariki  italia imeimarisha mikakati  watu wakifariki kufikia sasa  hospitali ya aga khan yatenga sehemu ya watu 100,train
109,nidhamu na kujuana inafanikisha hatua ya liwali mutua na ukanye kubwa kubwa  ukiachwa wachika muungano wa wakaazi unapinga mipango ya kuwatoza ada ya kuegesha magari katika esteti ala,train
1090,mbunge wa msambweni afariki  suleiman dori amefariki akitibiwa hospitali ya aga khan  mombasa  alikimbizwa hospitali jana usiku na kulazwa kwa matibabu  anatarajiwa kuzikwa alasiri ya leo nyumbani kwake gasi  kwale,train
1091,simanzi ya kahawa wendani  mwili wa marehemu muwakilishi wa wodi cyrus omondi uliwasili nchini jana usiku  huzuni ilitanda katika hifadhi ya maiti ya lee alikohifadhiwa  mwakilishi huyo maarufu 'gearbox' alipatikana amefariki nchini india,train
1092,bakari  hayati ni mtu ambaye amefariki mwenye heshima munene  marehemu ni njia ya kumuombea rehema aliyefariki,train
1093,mlipuko wa malaria kaunti ya baringo yasambaza vyandarua kwa wakazi mtu mmoja amefariki huku maelfu wakiugua malaria baringo,train
1094,ambulensi ya msiba  mama mjamzito ajirusha kutoka kwenye gari iliyokuwa barabarani  mama aligundua kuwa mwanawe alikuwa tayari amefariki mwana huyo wa miaka tisa alikuwa akikimbizwa hospitali kajiado,train
1095,mlipuko wa malaria  wakazi katika kaunti ya elgeyo marakwet wanaishi kwa hofu  mlipuko wa ugonjwa wa malaria umeripotiwa kuwaua watu kadhaa  mwanafunzi wa kidato cha kwanza katika shule ya sing'ore amefariki,train
1096,mauaji ya mwanahabari  kesi ya mauaji ya aliyekuwa mwandishi wa habari wa gazeti la the star inaendelea  erick oloo alipatikana amefariki ndani ya nyumba ya afisa wa polisi siaya  washtakiwa wawili watajua hatma yao leo,train
1097,jaji odek afariki  jaji wa mahakama ya rufaa prof  otieno odek afariki  odek alikuwa jaji wa mahakama ya rufaa kwa miaka saba  odek amefariki akiwa na umri wa miaka sabini  familia inasema alizirai na kuaga dunia,train
1098,kitanzi cha jeshi  afisa mstaafu wa jeshi kaunti ya baringo amepatikana akiwa amefariki  afisa huyo alijitia kitanzi nje ya nyumba ya mwanamume mwingine  nyumba hiyo inadaiwa kuwa ya mpenzi wa mkewe  afisa huyo anadaiwa kuvurugana na mkewe mara kwa mara,train
1099,kifo cha polisi  afisa alipatikana akiwa amefariki nje ya eneo la burudani mombasa  wenzake wachunguza chanzo cha kifo chake jana usiku,train
11,ameen ahahaha inanikumbusha  marehemu papa   allah amjaaliye pepo ya ngazi ya juu oya  acha za ovyo phat k shahidi yangu aisee  yani baada tuu ya swalatul fajr,train
110,washukiwa sita wa mauaji wa kaka wawili wa wamekana mashtaka wamewekwa rumande katika jela ya industrial area na jela ya wanawake ya  lang'ata ni lazima umvumiliye kiongozi wa chama,dev
1100,mapenzi ya sumu  mwanahabari eric oloo apatikana amefariki  oloo alikuwa mwandishi wa gazeti la the star  alipatikana ameuwawa nyumbani kwa ocs wa siaya  wawili hao walikuwa wapenzi  mwandishi wa runinga ya k24 joshua chemjor afariki kwenye ajali,train
1101,mauaji kisii  mwanamume mmoja kutoka kisii amepatikana amefariki hii ni baada ya kuripotiwa kupotea miezi miwili iliyopita mwili ulipatikana ndani ya shimo la choo familia yake inadaiwa kuwa na mizozo ya shamba,train
1102,mauaji ya polisi  afisa wa polisi apatikana amefariki nyumbani kwake eldoret afisa huyo robina moraa alikuwa akihudumu katika kituo cha naiberi  maiti alipatikana nyumbani mwake katika eneo la mti moja  annex,train
1103,zimbabwe yaomboleza  robert mugabe aaga dunia  amefariki akiwa na miaka tisini na tano akitibiwa nchini singapore  amekuwa akiugua kwa muda  viongozi watuma rambirambi,train
1104,malaria baringo  jumla ya watu ishirini wamefariki kufikia sasa  mtu mmoja zaidi amefariki tangu jana huduma za matibabu ziko sehemu mbali,train
1105,dan mugera  hali ya kuwa na mpango wa kando imekuwa toka miaka ya zamani  haistahili hali hizi kujitokeza wakati mume amefariki,train
1106,gavana laboso afariki   dkt joyce laboso amefariki na saratani  alikuwa gavana wa kaunti ya bomet  alitafuta matibabu uingereza  india   na nairobi  ameaga akiwa na umri wa miaka  hamsini na nane,train
1107,ken okoth afariki  mbunge wa kibra ameaga dunia amekuwa akiugua saratani ya utumbo  amefariki akiwa na umri wa  miaka arobaini na nne alirejea majuzi kutoka ufaransa alikokuwa akitibiwa  alikuwa nchini ufaransa kwa muda wa miezi mitano,train
1108,kifo gerezani  patrick wawire amefariki kwa njia tata  polisi wanasema alijaribu kujitoa uhai  familia inataka majibu zaidi kutoka polisi,train
1109,kwenye mdahalo wetu wa leo tunazungumzia changamoto na masuala ambazo wazazi hupitia wanapopoteza mtoto kabla hajazaliwa au anapozaliwa akiwa amefariki,train
111,si nipewe zenye amekataa usijali na bobby mcferrin karibuni atatuma moja akiwa na mimba  mwanamke ameendelea na maisha  mutua sharti akubali na aendelee na maisha,train
1110,buriani bob collymore  amefariki alfajiri  alikuwa anaugua saratani ya damu  alikuwa na miaka sitini na moja,train
1111,bob collymore amefariki   amekuwa afisa mkuu wa safaricom  amefariki mapema leo nyumbani kwake akiugua saratani na anatarajiwa kuzikwa hapo kesho  viongozi na wafanyibiashara watoa rambirambi,train
1112,buriani mohammed juma  alikuwa mtangazaji wa radio citizen  amefariki akiwa na miaka sabini na tano   amezikwa katika makaburi ya kariokor,train
1113,mauaji kiharu  afisa gereza apatikana amefariki  polisi wameanzisha uchunguzi,train
1114,ugonjwa wa kipindupindu  mtu mmoja amefariki kaunti ya wajir waziri wa afya ametahadharisha raia,train
1115,buriani jeremiah kiereini  aliwahi kuwa mkuu wa utumishi wa umma  kiereini amefariki akiwa na miaka  tisini  viongozi watuma risala za rambirambi  uhuru  kiereini alikuwa kiongozi stadi  moi  kiereini alikuwa nguzo serikalini,train
1116,reginald mengi amefariki dubai  ametambulika kwa juhudi za kutoa  amekuwa pia mwandishi mashuhuri,train
1117,buriani jonathan moi  amefariki akiwa na miaka sitini na tano  amekuwa akiugua saratani  ni mwanawe rais mstaaafu daniel moi,train
