Key,Text,split
37,Ba amvu 'yapi diyi ondua esu ori ala 'diyi saza ma dria tualu azo eyi ma ori eyi vu 'diyi pie.,train
38,Amuti azi yi vini embata fe ꞌba amvu ꞌyaꞌba ꞌdiyi dri afa ayule ori sazu ꞌdiyi ma dria azini yi ma sele ndu ndu ꞌdiyi be redio ma aleasi.,train
39,Aria eyi nyaki kaka oku 'da vile amvua 'diyi dria.,train
40,ori ma bi yelo etiarini ovuzu papulu ꞌda azo be.,train
41,Ori ma bi ꞌda yeloru azini agaduari osi ꞌi warawararu.,train
42,kaka bini ecazu warawararurini fe kaka ma bi drileni ꞌwiꞌwi.,train
43,Ebikobi azi azo be 'diyi 'wi 'bo.,train
44,Ebibiko azi amgbaza ori 'di ma pati rua 'diyi agbo eyi woko aluru.,train
45,Wura kaka azo omvele leaf rust azini blight 'diyi ni eyi e'dazuri Kaka bi amgbaza ni.,train
46,Kaka bi 'di ma wura amgbazaru te eri wura andraleruri ni 'ba i oja were inia ru.,test
47,Afa eyi olipi ebikobi eyi ma rua 'da adrini e'data muke ni i ku ori 'da eyini.,train
48,Endri acipi pililiru 'diyi nya kaka 'da ma dri te.,train
49,Ojiriko eyi eca curu'do e'yo azi ambu ni amvu 'di ma alea.,dev
50,Afa azi lepi 'ba dria ma ni i ci amvu 'yaza ma alea ri eri amvu okuza ni.,train
51,Ondu 'di ma ori muke azini rua be ala dika eri mu 'yaa amani muke.,train
52,Eri ena mani ori 'di azo be ri le a'dusikuni eri ma bi eyi dria amgbazaru .,train
53,Eri ena kile nyaka 'di cani mu kaa amani ku ri le.,train
54,Ojiriko eyi nya funyo ori azi 'diyi te.,train
55,Ori ma bi azoni bile ꞌbo ꞌdiyi ma rua yi odupi warawara agadria ꞌdiyi,train
56,Angu ma mile onziri eco azo fezu ebikobi azo beri ni ni ra.,train
57,Anyapa acipi amvu alea si 'diyi eza ori eyi dria.,train
58,Ebikobi azo be 'diyi 'wi'wi a'dusikuni Odroo yi eyi ma okpo ndende .,train
59,A'bua eyi awini ka kililiru ku kaka azo omvele leaf rust ru ri si.,train
60,A'bua eyi zo dulua ru odroo eyini aa'zu amvua ci ri si.,train
61,Le oꞌbu ma nya ori ꞌi ezapi ꞌbo ꞌdi ni.,train
62,Amvu 'di le 'ba ma oku i ra a'dusikuni eri angu aseru ni ma alea.,train
63,Oꞌbu nya ori agadria oru ꞌdani.,train
64,Kaka 'dayi amvu azi aseru ni ma alea dika eyi vu azo fepi eyi ma bi ni oka omvele leaf rust ru ri ci.,train
65,Maku ꞌda ma bi osi ꞌi wara wararu azini papuluru.,train
66,ori ꞌdi ma bi yeloru azini ewini agaduari odu ꞌi warawararu.,train
67,Nyanya ori 'da ma bi eyi angmbaza azini a'wi.,train
68,Afa ori bi ꞌdiyi ma rua kulu kulu ꞌdiyi yi ꞌye agbari afa ori ezapi ꞌdiyi dri.,train
69,"Tutunisi, afa ori ezapi ꞌdiyi afa yi odupi kaka ma bi rua emve mve ꞌdiyi feni.",train
70,O'bu eyi nyaki kaka 'da ma bi eyi te.,test
71,oꞌbu yi afa ru odupi kaka ma rua emve emve ꞌdiyi feni.,train
72,Ola 'da ma ebikobi deria leru 'diyi amgbazaru .,train
73,Afa azini ndima ma ori ezapi tuturi eri bi drileni yini ecazu yelori ꞌi.,train
74,Kaka bi 'da eyi dria 'bule ru a'dusikuni o'bu ki eyi nyani.,train
75,Agu azi amvu 'yapi chalo bukujju niria ri i'da amani ori azi azo be ivile amvua 'diyi ma azi.,train
76,"Districti Kayunga niri ma alea, amvu pari eyi ma alea Kaka azo be 'diyi.",train
77,Osu eyi ma pati azo be 'diyi ga angu 'di ma alea tre.,train
78,Kawa ma bini eca wara wararu agbari afa omvele mundutisi common rust ri dri.,train
79,oꞌbuni kaka bi nyaria.,train
80,Regi amvu alea 'diyi fe Kaka bi eyi ni amgbazu te.,train
81,Kaka 'di amgbazaru azo si.,train
82,"Kaka 'di ma efi eyi ambu ndeni, dika 'di adrini piri ku.",train
83,Kaka ma azo omvele mundutisi maiza streak Disease ruri ni fe kaka bi agadriari ni ecazu yeloni.,train
84,Indri eyi nyaki kaka amvua ri te.,train
85,Kaka pati azo kakani omvele maize streak ru ri be 'diyi ma bi amgbazaru.,train
86,Oꞌbu nya kaka bi ni.,train
87,Kaka ori 'di esu azo 'bo a'dusikuni eri ma ebikobi eyi inia ru.,train
88,oꞌbu eza kaka ni.,train
89,Ebikobi ori 'di vu 'diyi esu azo 'bo.,dev
90,Ba nyaku be werea 'diyi eco amvu 'ya robia esuzu ra.,train
91,Gameteni ꞌba yi eka afa ori sazu kililiru ꞌdiyi ayuzu yini ngazu nyaka okuzu angiri beni.,train
92,Ba amvu 'yapi 'diyi ni cu kaka ni yo.,train
93,Mi eco geri ori eyini 'yaazu ri otu geri 'diyisi.,train
94,Anyu tambaza eri nyaka ni azini eri robia eji.,train
95,Etoo eyi ma cu ni o'du 'diyi ma alea tutu.,train
96,ꞌBa amvu ꞌyaꞌba Ugandaa ꞌdiyi eꞌyo ewaru esu azo ori yi obipi ꞌdiyisi azini angu ma mile onzirisi.,train
97,ꞌBa ambo azini azi ngapi agirikica beni pi esu afa fele awaꞌdiforu azi onyiru si ꞌdiyi ꞌba azi azi ngapi nyaka esele onyiruri beni be angiri ndeni.,train
98,Aro ogbiza nyaka eyi ma dria vule 'dini fe nyaka eyini aa'zu aroru curu'do ni,train
99,ꞌBani mari truzu rari eco fe lonyi anguarini zozu ra ya?,train
100,Le mi aa milesi geri mini mi robia ayuzu ri si.,train
101,ꞌBani afa yi oꞌbazu oꞌbi yi dri ndrezu ri eri geri alu ꞌbani afa azi efupi oꞌdini ma cu ndazuri ꞌi.,train
102,Geri ꞌbani lonyi azi kokoru ꞌdiyi ayuzuri ma azi eri yi fezu amve.,train
103,Geri ꞌbani ecozu lonyi ꞌbaniri ayuzu tujara ꞌyezu ra ꞌdiyi woko ꞌba azi yiniri ngapi yisi ꞌdiyiniria tre.,train
104,Ero karakara 'diyi mari fe indi.,train
105,Sukulu eyi curu'do ava 'ba sukulu anzi eyini onita fezu tujari 'yeta ma dria.,train
106,ꞌBani okalamvu yi sizuri eco fe ꞌba azi kokoru ꞌdiyini azi esuzu ra.,train
107,Lonyi kari ꞌdoriniri ni dri dazu vile omgbo ndra eri vile okori vurini nga sawa ꞌdu nde were ra.,train
108,Gamete le di ꞌye buku amuti ndu ndu yini azi ngazu ꞌdiyi ma ale andri ra.,train
109,ꞌBani afa ozizaru ꞌdiyi ma aje otuzuri eco fe mi orodri esu angiri kaniku mi eꞌde eꞌde ra.,train
110,ꞌBa nanasi saꞌba ꞌdiyi le okalamvu yini ecozu nanasi yini ꞌdiyi ojazu afa azi ꞌdiyiru ra ꞌdiyi.,train
111,ꞌBa ondouru ꞌdiyi ꞌyo kini le ꞌba tujara ꞌyeꞌba ꞌdiyi ma ovu onita be yi ka le drileba esu raria.,train
112,Erojo eyi o'bi eyi ma lonyi 'du okpo alea tutuni 'ba eyi ka o'bi mari ofe ti ria.,train
113,ꞌBani mobaili mane ayuzu afa ozizu azini jezuri ma omgbo tu eli ꞌdi ma esele okori ma alia ꞌdiya ra.,train
114,Le mi ma ni mi vile tujara ma wura ojazu sawa ꞌbani ndra angu ma ti opizu eꞌyo koronanisi ci ꞌdi ma vutia ra.,train
115,Kari Uganda niri fe imbata kari anzi eyini robia fele eyidri 'diyi ayuzu tujari eyi e'dozu.,train
116,supamaketi azi amboni eꞌdo arakala eri vile ndu ndu ꞌdiyi opi ꞌbo.,train
117,Ba zi pari ndege eyini orizu azini ongazu ri tujari ni dika 'bo.,train
118,ꞌBa fe tujara ma eꞌini oꞌdu iri erini ꞌba mari be eri vu ꞌdiyi ma mari ofezu.,train
119,ꞌBani odu ofuzu amverini nga lonyi eji angiri kari ꞌdi dri.,train
120,Le ꞌba sende fepi mariru ꞌdiyi ma fe ꞌba yi dri orodri ra.,train
121,Eri oꞌdu vusi orodriru ꞌbani eꞌyo orodriru mutukari ꞌbani ayuꞌbori ma ruari nizu sawa ꞌbani lezu eri ozizurisi ci.,train
122,Bengi na ni yi ku azi azo koronaniri ma eꞌyosi ra.,train
123,Anira eli drusirisi yi nga kiri ovu ꞌba ndepini ꞌdiyini.,train
124,Eri orodriru ꞌba tujara ꞌyepi eꞌyo oyuzasi azini osisiasi ꞌdiyini ovuzu ꞌba ondouru yi vile azi ma alia ꞌdiyi be ci,train
125,"Ongulumu ꞌba eꞌyo oyupi azini osisiani ꞌdiyi ma eselea dria, ꞌba eꞌyo eti ondapi ondapi onyiru tu ꞌdiyi ꞌba azi ngaꞌba tivi ꞌda ma alia ꞌdiyi.",train
126,Tujari ei kari anzi Uganda niri ru 'diyi mu orodri esu musoro tra oli aliasi risi ngoniru.,train
127,Eri kini eyi esu ca silingi milioni alu elfu turu alu mudrini oromi engazu Erojo vu 'bo.,train
128,Odu ma aje eco azinisi esi imba drusiri si ra.,train
129,ꞌBa tujara ꞌyepi Ugandaa ꞌdiyi curuꞌdo le asi ꞌba afa ozizu azini jezu initanetiasi eꞌyo ewaru azo koronaniri ni eji ꞌdiyisi.,train
130,Lonyi kari Ugandaniri vileri ni nga zo sawa ꞌbani eꞌdozu odu Uganda ma kala etuni ꞌderialeruriari nzezu ꞌborisi ra.,train
131,Le ꞌba tujara ꞌyeꞌba ꞌdiyi ma esu geri oꞌdiru ꞌdiyi tujara ꞌyezu sawa ꞌbani lezu ꞌba ma fu amve ku ꞌdiyi ma alia ꞌi,train
132,Le kari anzi Uganda ni tujari 'yepi 'diyi ma ega e'yo eza jizu ozizaru kari sudani andraleruri ni ria ra.,train
133,Suru Ankoleru ꞌdiyi omu ꞌba sawa yini ori yi vile oko ꞌdiyi okuzu ꞌborisi ci.,train
134,Univasiti Makerere niri ni azi 'ye muke angu Afrika niri ma alea.,train
135,Uganda ni atita fe oku sayanisi ꞌyeꞌba ꞌdiyini angiri.,train
136,Le sukulu eyi ma ayu eyi ma robia e'yo ndundu 'diyi 'yezu i.,train
137,E'yo Univasti eyi ma ti zizu ri eji abaza sukulu anzi eyi ma eselea tre.,train
138,Sukulu anzi depi dede 'diyi eco ye go sukulua mbeleru ra.,train
139,Amuti obeta fepi Uganda National Examination Board ru ꞌdiyi nga kiri ega anzi eco te obeta ꞌye nguare yarima dria ega.,train
140,Gamete kini robia 'ba eyi ma aza kozu onita onizu oli aliasi yo.,train
141,Le sukulu eyi ma otuki sukulu fizi ku.,train
142,"Eli 'disi, sukulu gamete ni e'dole o'di 'diyi tre.",train
143,Ba bi dricere 'da ci erini ezoanzi eli capiku 'diyi cozu ri si.,train
144,Okalamvu onitaniri ece sukulu yi dri eꞌyo taimu tebulu obeta ꞌyezu ꞌbani ale andri ꞌbori ma dria ra.,train
145,Mini egazurisi 'le 'ba ma li eli sukulu lazu 'di va?,train
146,Gamete ga ti apeko e'yo anzi eyi go sukulua nguari ari ma dria si.,train
147,Eri oꞌdu driasi orodriru okalamvu onitaniri ni asi ꞌbazu eꞌyo onitani ꞌdiyi ma dria ra.,train
148,Gamete ai 'bani angu onitani 'diyi ma ti zizu sukulu anzi depi dede 'diyi ni ra.,train
149,Ba mu angu onita ni 'diyi oja angu 'bani o'bi eyini aro fezu 'diyi ru.,train
150,Sukulu mva dria ni o'du 'bani sukulu eyi ma ti zizu ri te.,train
151,"Ezoanzi kari Uganda ni sukulua 'diyi ma azi eyi anzi ofu te, anzi eyi ma ta mbazu ri ma paria a'du ma e'yosi?",train
152,Avita eyi ndri saaru.,train
153,Aje bi kanisa 'diyi adrini 'ba robia be 'diyini a'dule ku.,train
154,Eꞌyo ꞌbani ꞌba ongo ngopi onyiru tu ꞌdiyi opezuri ma efi ngoni ya?,train
155,Omuu eyi e'yo idri ma alea ni eyi.,test
156,Otita tivia ꞌbani eꞌyo ada yi eꞌdazu ꞌi ꞌdiyi oꞌdu vusi yi de mbeleru.,train
157,Avita komediru ꞌda te ngoni ya?,test
158,"Eli agapi ꞌdiyi ma alia, ama avi ondou ongo ngopi ꞌdiyi tre tre.",train
159,Asiꞌbaza maniri eri ovuzu ꞌba avita ma alia asidrileruniriru.,train
160,ꞌBa nga avita ꞌbani ꞌye wudrikurusiri ꞌba tivia sawa erini ꞌi ꞌyezuria mba Oromisi.,train
161,ꞌBa oga ꞌba ongo ngoꞌba ꞌdiyini ongo ꞌbako Kampalaa si.,train
162,Le amama si azita ecopi 'ba anzi nyiri eyi obipi 'diyi ndezu ra 'diyi.,train
163,Ba obi ezoanzi nyiri ogogo elifu mudri 'diyi imba alu pi ma eselea imba aro be.,train
164,Azo koronani ꞌbani oꞌbi ꞌdiyi ma dria eꞌyo ada ꞌdiyi efuni oꞌdu driasi kililiru ku azini sawa kililiria ku.,train
165,OꞌBi yi apini afa ꞌbani ayu azo koronani oꞌbizu ꞌdiyisi ku.,train
166,ꞌBa fe vini aꞌyota ꞌba eꞌyo koronani ma drileru ꞌdiyi dri ꞌba acepi ꞌdiyi esu azo ra ya kani esu azo ku yari ma ale andrizu.,train
167,Azo yi yi ere azini yi eco ecazu draru ra.,train
168,Rua o'bita ta arojoa azo eyisi ri eri orodriru.,train
169,Wudrikuru ndulu eri azo ma alia.,dev
170,Azo efupi wakakaru ꞌdinile ꞌdiyi sawa driasi yi ere mbele mbele azini yi eco ꞌba jizu dra ma alia ra.,train
171,Afa omvele rua ma oso ru ri ma efi ngoni.,train
172,oku driani mva esuzu aro kokoruri eri eꞌyo ꞌi ꞌyepi rani.,train
173,Eꞌyo ꞌyele rua ejuzu ꞌdiyi orodriru tu alata ruani ma tambazu,train
174,"Lesu ma alea, orodri rua ma alata ni 'diyi tre.",train
175,ꞌBa ma ere pari aro esuzu ꞌdiyi angu ta siipira ꞌdiyi ma alia dria.,train
176,Le 'ba ma fe awa'difo o'bi azi ngapi arojoa 'diyini azi orodriru eyini 'ye diyisi ra.,train
177,Ba odrapi azo corona niri si 'diyi ma kalafe ni tu Kari Uganda niri ma alea tutu.,train
178,"Sa'wa azo corona niri si, O'bi eyi e'do afa su omvua azini tia 'diyi ede bongo eyi si.",train
179,ꞌBa azo koronani esupi ꞌdiyi ma kalafeni dro tusi te ꞌba azi ꞌdiyi eꞌdo ati ani ꞌbo.,train
180,Corona ma aro eri nga yo.,train
181,Aziꞌba ajojoa ꞌdiyi sawa driasi ngiringiri ꞌye ꞌbani yi vile oya ofezu mbele kurisi.,train
182,Azo koronaniri fe ocoko agupi yi dri aga oku yi driri ra.,train
183,Ba odrapi azo corona niri si 'diyi ma kalafe ni di 'ye ca milioni alu.,train
184,ꞌBa opi angu polisi yini Kawempeari ma ti ꞌbani ꞌba alu esuzu azo koronaniri be cirisi.,train
185,ꞌBani esu eꞌyo eti ondaza sirisi kini azo koronaniri eco ꞌba ma omi ezazu ra.,train
186,Aro azo koronaniri atizuni nga yo azini aro ꞌba osozu ani ꞌdiyi nga yo.,train
187,"Ika le adri rua ala be, imvu lesu O'du driasi.",train
188,Ama le oni eꞌyo oꞌbi yini esele cozu yi ma eselea rereri ci ada yari.,train
189,Ba fe awa'difo o'bi azi ngapi arojoa 'diyini azi orodriru eyini 'ye ri si.,train
190,"ꞌBa ꞌbani esu azo koronani be ꞌdiyi ma kalafe angiri ndeniri ꞌba ꞌbani afa oꞌbile yi ma rua ꞌdiyi eꞌduzu engazu mupaka ma milea ꞌdiyi,",train
191,Okalmvu alataniri ni nga eꞌyo azo koronani ꞌbani oꞌbi oꞌdu vusi ꞌdiyi ma dria ꞌdiyi ofu oꞌdu driasi.,train
192,Ba esule azo corona niri be 'diyi ma pari dereva mutukari ambu 'diyi onzu pi 'diyi.,train
193,Ba azi azoru 'diyi esuni nga atita azo si deku.,train
194,ꞌBa mutukari ambo ꞌdiyi onzupi engazu suru azia ꞌdiyi ꞌba ꞌbani esu azo koronani be Ugandaa tutu ꞌdiyi,train
195,Wura ndundu azo corona niri ni i e'dazu 'diyi ngoni?,train
196,ꞌBa azi ngapi arojoa eꞌyo azo Koronaniri ma alea agadua ꞌdiyi eci yi ꞌba azokoronani be ꞌdiyi ma aziru indi.,train
197,ꞌBa ꞌdu osolo ꞌba aꞌapi ꞌba azo koronaniri be ꞌdiyi pie ra ꞌdiyi vileri jizu oꞌbizu ra.,train
198,ꞌBa ma fe awaꞌdifo ꞌba azi ngapi arojoa Kari ꞌdi ma kala oruleruria ꞌdiyi dri.,train
199,ꞌBa nga robia ꞌbani le azo Koronaniri oꞌbizuri ma omgbo lura.,train
200,ꞌBa sawa eza eꞌyo ꞌbani esu azo ꞌbani oꞌbi ꞌdiyi ma driari ecezu angiri,train
201,ꞌBa esu ꞌba mudri drini alu ovupi kari anziru ku ꞌbani yi ma rua azo oꞌbizu ꞌdiyi dria azo be.,train
202,ꞌBa ji dereva ovupi kari anzini ku mutukari ambo ꞌdiyi onzupi ꞌbani ndra azo koronani esuzu yi ma rua ꞌdiyi vile suru yi vile ꞌdiyi ma alia.,train
203,ꞌBa esu ꞌba azo koronaniri be ꞌdiyi ma azi karakara yi mba azia ma vutia ꞌdia.,train
204,ꞌBa eꞌdu afa ꞌbani azo oꞌbizu engazu alenia ꞌdiyi ꞌba aꞌapi ꞌba azo be ꞌdiyi be inyia inyia ꞌdiyi vu azini ꞌba arojoa azi ngapi yi ma rua ꞌdiyi vu.,train
205,Ba fe 'ba eyini imbata afa sule tia azini omvua omvele masiki 'diyi suzu ci sa'wa dria si o'bi eselea.,train
206,Azo corona niri ma neta 'ba ma aria ri eri ajeru.,train
207,Gamete owi i afa sule tia azini omvua omvele masiki ru 'diyi awazu Kari anzi Uganda ni 'diyi dri dria kari 'di ma alea ndulu.,train
208,Ba esu 'ba azi atita esupi azo corona niri si ni eyi ma azi were ra.,train
209,Ba ofu 'ba ebipi adripi azoru Gulua ni eyi arojoa ri si ra 'bani azo corona niri esuzu eyi ma aria ku ri ma vutia.,train
210,"Ewuꞌdosi, arojo dria ꞌbani muzu alenia sendesi ꞌdiyi sende aꞌi dakitari nezu ci.",train
211,Ca di paale iri 'bani azo corona niri esuzu 'ba ebipi adripi azo nde be 'diyi ma aria ku 'bo.,train
212,ꞌBa nga kiri ꞌba mutukari ambo ꞌdiyi onzuꞌba efipi Mutukulaasi ꞌdiyi ma rua azo koronaniri esu esu.,train
213,Okalamvu alataaniri ni nga eꞌyo ece ꞌba azo koronani esupi ra ꞌdiyi ma dria ra.,train
214,Oꞌbi yi nga oꞌduko esu azo koronaniri ma dria oꞌdu vusi ra.,train
215,Dakitari eyi ofuki 'ba ebipi adripi azo corona niri be te atipi ra 'diyi arojoa ri si ayikosi.,train
216,Ba azi ngapi arojoa alu ni dra nga lu ni.,train
217,Kalafe 'ba azo corona niri be ri ni tu O'du driasi.,train
218,Ba ebipi adripi azo corona niri be 'diyi ma azi esu atita ra.,train
219,Asisile ti odaza ꞌba ma la neti ma alia yori niri eri ꞌbani azo koronaniri ma ereta atrizu.,train
220,Ba atita esupi azo corona niri si 'diyi ma kalafe ni tutu 'ba azo nde esupi 'diyi ma kalafe ni ta tro tuzu tutu ra ti.,train
221,ꞌBa oꞌbi afa rua ma alia azo koronani ndazu ꞌdiyi ma azi yi mba aziasi dika.,train
222,Ba ofu 'ba ebipi adripi azo corona niri be te atita esupi ra 'bani di ani azo nde esuzu eyi ma aria ku 'diyi engazu arojo Entebbe niri ma alea si ra.,train
223,ꞌBa yi fe silinda oli be ꞌdiyi aꞌdi ꞌdizu azo koronaniri be.,train
224,ꞌBa ꞌdu afa ꞌba rua ꞌbani azo koronani oꞌbizu alenia ꞌdiyi ꞌba wura azo koronani eꞌdapi ꞌdiyi ma rua pari eꞌyo eti ondazuri ma alia.,train
225,ꞌBa kariꞌbaru ku ꞌbani esu azo koronani be ꞌdiyi nga aꞌa yi ma ngulupisi aꞌdule.,train
226,ꞌBa oti eꞌyo ꞌbani lele ꞌba ma ꞌyera azini ꞌbani lele ꞌba ma ꞌye ku ꞌdiyi ꞌbani ecozu azo koronaniri ma ereta atrizu ra.,train
227,ꞌBa le ꞌba azi ngapi aziꞌba yi ma drileruni eꞌyo ti odaza emba yiyiani emupiri ma alea ci.,train
228,ꞌBa nga ꞌba osisiani ꞌdiyi ma azi dri dria dria fe yini ꞌba yi ma mile ozizu eꞌyo alata ruaniri nisi risi ra.,train
229,ꞌBa fe ambiulenisi pi afa aꞌdi ꞌdizu aci be ꞌdiyi pie gamete dri ra.,train
230,Le ꞌba ma oji kitambala dria ꞌdiyi teketeke ꞌbani ecozu azo koronaniri ma ereta atrizu ra.,train
231,Odekua nga osipi kuri eco azo Hepatitis niri esu i ma ayia azo nde beri vu ra.,train
232,Odu edele ewa si omvele sanitayiza ruri eco azo corona niri ma ereta omvi ra.,train
233,Aa'ta akua de isu mivu agbadria ci ri eco azo corona niri ma ereta atri ra.,train
234,Ba fe awa'difo angiri 'ba rua alata onepi 'diyini azi okporu eyini nga idri eyi opazu 'disi.,train
235,ꞌBa arojo yi aꞌi otita eꞌyo driani ꞌdiyi ma tambazu komupiota ma alia driceza ni ngazu ovuzu onyiru beni.,train
236,"Disitrikiti alu alu ma alia,ꞌba alataa ma pamvu andri ra.",train
237,Gamete Uganda niri ni mu imba yiyia ni 'diyi awa kari 'di ma alea ndulu.,train
238,Okalamvu alata niri 'ba azita eyi O'bi eyi ma okuta kililiru ri onezu.,train
239,Okalamvu alataniri fe otita ꞌba yini yi ma tambazu aꞌdule azo koronanirisi ra.,train
240,ꞌBa ece eꞌyo oꞌbi yini ti odaza azo sikulu seli niri ni ma dria ra.,train
241,Le sukulu dria eyi ma obi azita o'bale o'bi eyi ma okuta kililiru ri ma dria 'diyi.,train
242,Minisita azi fe imbata kini sukulu eyi ma awi ngmbo.,train
243,Le okalamvu alataniri ma Cuma azini ꞌdiyi ma azi dika otuta Ugandani azo koronaniri ma eꞌyosi ri ma azakozu.,train
244,ꞌBa fe ꞌba azini ꞌbani aji rusi ku Kampalaani dri aꞌazu aꞌdule azita palaa.,train
245,Okalamvu alata niri fe simu namba 'bani eco omve tokoru e'yo corona nisi 'diyi ni.,train
246,Le ꞌba ma ece oꞌbi yi dri ꞌba azo koronaniri oꞌbi ngoni ngoniru yari ra.,train
247,"Kirikirisi, emi ma ona emi pari ongulumu yini yi okuzu ꞌdiyisi sawa azo efupi wakakaru ꞌdi ma alia.",train
248,Ba fe o'bi eyini imbata eyini eyi zizu drisi ku dika eyi amvuzu ku sa'wa driasi.,train
249,Ba andra wura azo corona niri ni i e'dazu ri pie 'diyi azo nde koko.,train
250,Ba otu di namba omvele tokoru e'yo corona nisi ri 'bo.,train
251,ꞌBa ꞌba dria acipi aci ꞌdiyi ma rua azo korona niri oꞌbi mupaka ma milea,train
252,Pamaneniti sekuretari ni andri eꞌyo nze tivia andru.,train
253,Ba esu 'ba azi 'bani ega azo corona niri be Masaka a ni azo nde koko.,train
254,Okalamvu alata niri esuni nga 'ba azi azo corona niri be ni Kari Uganda niri ma alea ku.,train
255,Mi ma oji mi dri eyi ala si azini sabuni si azo corona niri ma ereta atrizu.,train
256,Purezidenti ni andru mu imbata fe kari anzi eyi dri drile azo corona virasi niri ma dria.,train
257,ꞌBa ari oꞌbi paaleko na ka ꞌba di ꞌyo azo koronaniri yo ꞌdini ndo,train
258,Kari mva Uganda ni engapi Dubai a ri 'ba oko 'bani esu azo corona niri be kari Uganda niri ma alea ri i.,train
259,Ba ai 'ba dria aa'zu mile be azini e'yere eyi ka wura azo corona niri vu 'diyi ama ria.,train
260,Ba esu 'ba azi azo corona niri be ni Kari Uganda niri ma alea.,train
261,Ba opi pari ndege eyini orizu azini ongazu Entebbe niri ci azo corona niri ma ereta atrizu.,train
262,Okalamvu alata niri esu 'ba o'diru aro ni eyi azo corona niri be.,train
263,Azo efupi wakakaru ꞌdi fe ocoko ꞌba aꞌapi tawunia ꞌdiyini angiri.,train
